objid,ra,dec,modelmag_r,modelmagerr_r,extinction_r,redshift,zErr
1237667444048593218,194.692141046472,27.8608654814521,17.66117,0.008903195,0.03111679,0.02927363,3.494514E-05
1237667444048593228,194.711489231524,27.9955465746688,17.19195,0.007824992,0.02351843,0.02235485,3.306695E-05
1237667444048593262,194.735868183527,27.8219846127597,16.64516,0.005121134,0.03214579,0.02904657,1.320457E-05
1237667444048593271,194.75029233349,27.9674744716536,15.58028,0.003032419,0.02630776,0.0277459,8.94366E-06
1237667444048593276,194.747813258323,27.934521685377,16.52398,0.005984335,0.029168,0.01917685,2.998567E-05
1237667444048593305,194.767306805655,27.9591405726482,15.93324,0.003282199,0.02708144,0.02345661,1.088264E-05
1237667444048593307,194.769323800927,27.9109796560069,15.24325,0.002720876,0.03069103,0.02136191,7.756879E-06
1237667444048593321,194.787813464566,27.8975520772192,16.82227,0.006101303,0.03081656,0.02615086,2.60645E-05
1237667444048593330,194.790166251625,27.8673926742555,16.28125,0.003632857,0.03151566,0.02305771,1.006709E-05
1237667444048593338,194.810920146189,27.8955907154115,17.30966,0.006025441,0.0289581,0.02137562,1.561685E-05
1237667444048593359,194.839209090207,27.9735636048933,16.36368,0.003921284,0.02335608,0.020206,1.450494E-05
1237667444048593360,194.832147867801,27.9735002967325,16.76352,0.007446554,0.02376637,0.02412798,2.588044E-05
1237667444048658449,194.844255402196,27.8968728016878,15.19837,0.002612454,0.02674499,0.01718794,8.658556E-06
1237667444048658450,194.847550121137,27.9195655266725,17.6477,0.005900831,0.02600133,0.02311007,1.635512E-05
1237667444048658521,194.892163315313,27.9468363737267,14.2712,0.002119282,0.02196293,0.0239514,7.900336E-06
1237667444048658522,194.874841778964,27.9564278077549,13.95487,0.001986918,0.02230038,0.02266739,8.015006E-06
1237667444048658523,194.886633955294,27.9835999098617,14.04072,0.002025374,0.01997264,0.01942776,7.506882E-06
1237667444048658525,194.944907570549,27.9738447740462,14.62817,0.002306417,0.01889867,0.03141962,8.177494E-06
1237667444048658526,194.856189289841,27.973202528396,15.28769,0.002744535,0.02233767,0.0203301,8.196325E-06
1237667444048658528,194.915234080479,27.9539049065812,15.46985,0.002971435,0.02066054,0.02678836,1.063688E-05
1237667444048658529,194.855528199395,27.9679287147912,15.44428,0.002906817,0.02275835,0.02570544,9.294797E-06
1237667444048658530,194.917791129631,27.9682328399179,15.65183,0.003265507,0.01960462,0.02527304,9.245864E-06
1237667444048658531,194.934177265869,27.9584134419139,15.82116,0.00312167,0.01992246,0.02303317,1.018144E-05
1237667444048658532,194.89877127332,27.9592632735057,11.98041,0.001690713,0.02081842,0.02390867,1.046777E-05
1237667444048658535,194.909649392992,27.9871937351457,15.08683,0.003141123,0.01847524,0.02273988,1.207899E-05
1237667444048658536,194.855569779096,27.9344868386748,16.86209,0.005087877,0.02496049,0.02531135,1.855829E-05
1237667444048658549,194.879595289908,27.9549070471196,20.05523,0.0281784,0.02210321,0.0236594,4.440901E-05
1237667444048658609,194.872525699143,27.8501566064127,14.42877,0.002230985,0.02492916,0.02264451,8.523805E-06
1237667444048658616,194.878434451101,27.8842071991656,14.08934,0.002004732,0.02544266,0.01570999,7.319269E-06
1237667444048658635,194.907950411427,27.9073190131638,14.54056,0.002222457,0.02363226,0.02671096,8.090267E-06
1237667444048658653,194.926265602208,27.924732907372,15.26031,0.00274076,0.02206539,0.02303923,8.705905E-06
1237667444048658654,194.935019159584,27.9124547863754,14.15514,0.00205877,0.02251255,0.02235104,7.242181E-06
1237667444048658683,194.942174115382,27.8572277796636,14.81347,0.002404923,0.02296696,0.02698871,8.5723E-06
1237667444048658757,194.863772882899,27.785052536015,16.77743,0.005296306,0.02145933,0.02195326,2.423426E-05
1237667444048658763,194.882884254824,27.8612970267337,16.97291,0.006003326,0.02532809,0.01554677,1.92416E-05
1237667444048658766,194.877704575497,27.7914241205781,15.56765,0.002965476,0.02124181,0.02591176,8.559951E-06
1237667444048658774,194.897020531483,27.8636306906784,16.51428,0.003976932,0.02481489,0.02098727,1.356948E-05
1237667444048658776,194.904040831237,27.8258040884036,16.21544,0.003600004,0.02268658,0.02086743,1.224057E-05
1237667444048658791,194.917094115551,27.8549371448697,15.7117,0.003229247,0.02395535,0.01267187,9.623803E-06
1237667444048658793,194.914488570533,27.8545984184852,16.18769,0.008050052,0.02405314,0.03134233,4.113221E-05
1237667444048658805,194.934218771064,27.8676781442909,16.44698,0.004230452,0.02345008,0.02080937,1.647135E-05
1237667444048658808,194.936228035079,27.8897619433062,17.04805,0.006580545,0.02325501,0.02270657,2.742402E-05
1237667444048658822,194.958769453481,27.9248355782915,15.91709,0.003537403,0.02166448,0.03279741,1.225878E-05
1237667444048658843,194.962503417933,27.832950899089,16.39516,0.004178458,0.02136923,0.02634456,1.588036E-05
1237667444048658858,194.986046819322,27.9300248530611,15.04323,0.002782559,0.02144538,0.02570705,9.781056E-06
1237667444048658870,194.978597754377,27.7960003600152,16.06311,0.003696526,0.01913995,0.02750633,1.107062E-05
1237667444048658878,194.997788332255,27.9405714783175,17.24211,0.007915523,0.02111699,0.0203727,4.772233E-05
1237667444048658882,195.004040490954,27.9454313112633,16.867,0.006374494,0.02122412,0.02281969,2.253683E-05
1237667444048658912,194.959090920618,27.9126352900928,17.47263,0.01036232,0.02220696,0.02417115,4.271463E-05
1237667444048723983,195.033861825427,27.9769409285138,11.5143,0.001640705,0.02190446,0.02150175,1.136894E-05
1237667444048723984,195.068828715871,27.9675072124747,14.59441,0.002355902,0.02319052,0.01547031,6.952051E-06
1237667444048723985,195.075399921661,27.9565732826716,14.63501,0.002302538,0.02318661,0.02124036,8.248058E-06
1237667444048723989,195.025435166895,27.9783006634674,14.16533,0.0029113,0.0215309,0.0254602,1.184702E-05
1237667444048723991,195.078230394988,27.9370369750511,15.43026,0.003405106,0.02297498,0.01761597,1.329909E-05
1237667444048723996,195.01561298036,27.964705679981,16.39346,0.006616065,0.02127189,0.01777885,2.566665E-05
1237667444048724001,195.04311990404,27.9590679990449,17.50024,0.008156103,0.02231434,0.02111432,2.953229E-05
1237667444048724004,195.031143035643,27.9580695180286,17.05945,0.01342484,0.02189856,0.02071731,4.805172E-05
1237667444048724058,195.023672448191,27.9264637253773,17.73506,0.01057839,0.02201051,0.02653266,5.175507E-05
1237667444048724086,195.022925114932,27.8075946752714,14.7326,0.002436613,0.01906268,0.021926,7.903841E-06
1237667444048724108,195.038092841516,27.8664772135996,15.46847,0.002769403,0.021774,0.017733,9.209408E-06
1237667444048724109,195.042653299366,27.8639484828188,15.93079,0.003498494,0.02162129,0.03311475,1.299979E-05
1237667444048724118,195.116532620863,27.9559693819117,15.07099,0.002528128,0.02386717,0.02336195,8.09509E-06
1237667444048724135,195.165671469683,27.923933792128,14.00413,0.001970411,0.02240703,0.02501526,7.444973E-06
1237667444048724176,195.178482299746,27.9630831728301,14.70831,0.002341676,0.02355197,0.02809328,7.944274E-06
1237667444048724247,195.026210168324,27.7757641183196,14.69245,0.002406625,0.01794355,0.02060787,9.021843E-06
1237667444048724248,195.033580146551,27.7733180979145,16.88636,0.005735886,0.01787149,0.02892486,2.740862E-05
1237667444048724270,195.056810819008,27.8671768307925,16.13064,0.005314642,0.02145081,0.02468401,2.246594E-05
1237667444048724279,195.052609402741,27.7818205349669,15.4802,0.00312609,0.01797521,0.02337322,1.090767E-05
1237667444048724291,195.077385694626,27.8155227011552,16.22558,0.004153658,0.01893053,0.01788985,2.037648E-05
1237667444048724298,195.084039953025,27.8434940002557,16.88955,0.005707774,0.020205,0.02624773,2.307095E-05
1237667444048724303,195.090288097237,27.8985384860965,16.6378,0.005299928,0.02192084,0.01625898,2.256467E-05
1237667444048724320,195.10342586746,27.9266217099223,16.54179,0.006540264,0.02282256,0.02652961,3.135526E-05
1237667444048724328,195.1182936606,27.9723909581336,14.79415,0.002525534,0.02419736,0.0257351,9.260314E-06
1237667444048724347,195.124691653534,27.7702521766262,17.27045,0.008397773,0.01810888,0.02787676,4.833267E-05
1237667444048724349,195.143447755416,27.9346919831049,16.68892,0.008036132,0.02317134,0.02923246,4.599064E-05
1237667444048724352,195.14759251873,27.9427442848064,16.70088,0.007235961,0.02352139,0.02325009,3.158757E-05
1237667444048724355,195.139020437817,27.8242445365237,15.80171,0.003872484,0.01905234,0.02734583,1.514049E-05
1237667444048724362,195.135483645373,27.7661418910768,15.3971,0.003014612,0.0183021,0.02225512,9.822858E-06
1237667444048724379,195.073136804668,27.7844202898158,16.84413,0.009510348,0.01793063,0.0232499,4.598197E-05
1237667444048789588,195.233588545677,27.7908522847983,12.93996,0.00174179,0.01868418,0.02659411,7.582429E-06
1237667444048789589,195.22550081075,27.7837036730738,15.05164,0.002679037,0.01862096,0.02767608,1.027915E-05
1237667444048789602,195.218753726365,27.8049599393994,17.69479,0.009207494,0.01876491,0.02278867,4.151045E-05
1237667444048789674,195.246910609888,27.8998161886084,14.45095,0.002249465,0.01984618,0.02296883,7.905155E-06
1237667444048789675,195.233046065291,27.8984995989503,16.37935,0.007676336,0.02001752,0.02007744,3.51936E-05
1237667444048789704,195.270102576772,27.891744202187,16.5117,0.005960906,0.01959259,0.01935512,2.472863E-05
1237667444048789720,195.288477308824,27.8183039438233,14.89151,0.002464878,0.01897026,0.01974897,1.115692E-05
1237667444048789721,195.294604532846,27.8028866480324,14.82798,0.002440731,0.0188744,0.02232208,9.517969E-06
1237667444048789764,195.323315726335,27.8090710444691,13.65347,0.001854185,0.01913139,0.02435044,7.930141E-06
1237667444048789811,195.197519490083,27.9221565643608,15.07733,0.002668474,0.02178566,0.02857454,8.746303E-06
1237667444048789817,195.189103715597,27.835489299057,16.89836,0.005343677,0.01908681,0.02927293,2.007692E-05
1237667444048789843,195.228212924609,27.8420078748367,16.24574,0.003703904,0.01899958,0.02362565,1.124322E-05
1237667444048789861,195.306789021284,27.9142526949842,15.55945,0.002999651,0.02098365,0.01951386,1.039677E-05
1237667444048789881,195.330494542194,27.8604556361445,17.00616,0.005744218,0.02058067,0.02741085,1.654083E-05
1237667444048855053,195.358850439825,27.8859729500242,12.70268,0.001658305,0.02213866,0.018252,8.34355E-06
1237667444048855141,195.382517590132,27.8474999785188,13.45162,0.001757424,0.02072412,0.01822469,7.942694E-06
1237667444048855252,195.459255817533,27.8935444618584,14.50645,0.002180863,0.02058621,0.02518096,9.562084E-06
1237667444048855291,195.500588322182,27.7827129033554,14.89855,0.002569434,0.0205042,0.02374067,7.998315E-06
1237667444048855313,195.368602982341,27.9265439789628,16.69836,0.005061024,0.02279057,0.02510528,2.064861E-05
1237667444048855334,195.39102536636,27.9111024405541,16.70656,0.008792322,0.02285799,0.02189211,5.026323E-05
1237667444048855377,195.428649277209,27.7475629316865,16.6675,0.005692796,0.02049425,0.0354218,8.222955E-06
1237667444048920652,195.525033677402,27.765116833945,17.00573,0.006756745,0.02065738,0.02414318,2.583491E-05
1237667444048920692,195.632821627891,27.9355359834758,15.79907,0.003645545,0.01774396,0.022083,1.470567E-05
1237667444048986134,195.719752178221,27.8665936888584,14.24766,0.002146374,0.01781759,0.02738638,6.544607E-06
1237667444048986271,195.771661802753,27.7841191138634,15.20675,0.002740694,0.01813344,0.02558243,9.775978E-06
1237667444049051802,195.974321567418,27.821955718637,17.16829,0.006804032,0.02245251,0.01655121,2.591839E-05
1237667444049051826,196.019814237027,27.8505250815601,16.12194,0.004203355,0.02192548,0.02128608,1.58898E-05
1237667444585136268,193.993301777487,28.4073752639864,16.47515,0.006257048,0.02588453,0.02002974,2.942899E-05
1237667444585136289,194.014968319146,28.4347748393722,15.84345,0.003051586,0.02790356,0.02277359,9.255339E-06
1237667444585201702,194.146630819601,28.275457472547,14.81685,0.002371928,0.02268664,0.02433419,8.110237E-06
1237667444585201733,194.03975236878,28.3108886952733,15.24881,0.003008258,0.0263079,0.02638524,1.263156E-05
1237667444585267347,194.3238446501,28.4388242675785,17.78621,0.008542789,0.02334544,0.02304223,4.557578E-05
1237667444585267360,194.364527373252,28.439699568601,16.682,0.005042987,0.02312535,0.02592708,1.540511E-05
1237667444585267373,194.277258598182,28.2965994597757,16.99202,0.01020784,0.02195884,0.02250939,6.132165E-05
1237667444585332850,194.523281626146,28.2425914978552,13.73455,0.002055292,0.02405437,0.02398841,6.211269E-06
1237667444585332963,194.524303414621,28.3709584505167,15.68688,0.004129497,0.02442264,0.02544974,1.692171E-05
1237667444585398354,194.622956182916,28.3011212588116,15.80595,0.003495201,0.02446868,0.01969534,1.223905E-05
1237667444585398361,194.68293910759,28.2826715388061,16.34758,0.003763368,0.02421926,0.02544682,1.169366E-05
1237667444585398365,194.59876240936,28.3288056626646,16.84719,0.004909908,0.0247735,0.02729973,1.8651E-05
1237667444585398452,194.634529045872,28.3779720627965,17.17444,0.01161425,0.02301888,0.01961964,8.154019E-05
1237667444585398462,194.628987707848,28.2336221820637,15.97973,0.00571273,0.02420466,0.02429386,2.086955E-05
1237667444585463852,194.757544806777,28.2253562792871,14.00658,0.002020741,0.02555802,0.02675356,8.090312E-06
1237667444585463914,194.720641275355,28.2338266213583,17.18572,0.007648256,0.0250405,0.020241,3.265642E-05
1237667444585463957,194.812434476022,28.2510179348677,16.04525,0.006683637,0.02683301,0.02480188,3.742656E-05
1237667444585463989,194.858942661325,28.2875417099058,15.85797,0.003415746,0.02693933,0.02667863,1.080868E-05
1237667444585464035,194.726911302822,28.2229662063709,17.66798,0.0104619,0.02543138,0.0236324,3.866271E-05
1237667444585464245,194.723206663273,28.2889886440792,17.20187,0.01870642,0.0243327,0.02616505,0.0001011928
1237667444585529470,194.990611158435,28.2466639995862,13.32826,0.001735964,0.02540457,0.02237232,7.155583E-06
1237667444585529472,195.012506661005,28.2403102905982,16.22894,0.003806441,0.02594844,0.0256863,1.225594E-05
1237667444585529680,194.93567369879,28.2565255773911,17.81413,0.01334854,0.02562871,0.02630129,9.432348E-05
1237667444585529703,195.025649854475,28.2521831518924,17.17746,0.03338684,0.02620983,0.02121929,9.633063E-05
1237667444585594903,195.074696934213,28.2023981851634,13.00063,0.001745678,0.02745308,0.02844437,8.333503E-06
1237667444585595001,195.128196588443,28.3463639422662,13.56919,0.00185305,0.02352482,0.01986554,7.277086E-06
1237667444585595059,195.184284096314,28.3372650758403,14.43088,0.002196262,0.02237204,0.02640828,6.867966E-06
1237667444585595093,195.217014286296,28.366127457516,13.62839,0.001861551,0.02194983,0.02547665,8.057625E-06
1237667444585595157,195.092451607569,28.2470906197883,16.87688,0.005182014,0.02727438,0.02508161,2.255877E-05
1237667444585595177,195.135268435612,28.2560509178605,16.7076,0.01058877,0.02626039,0.02095639,5.045145E-05
1237667444585660537,195.28764464715,28.3597822924691,15.08601,0.002618399,0.02141677,0.02301273,8.23871E-06
1237667444585660575,195.344906530011,28.1960359758045,14.76388,0.002368172,0.02168092,0.02536228,8.796152E-06
1237667444585725994,195.453550950031,28.1719483323776,15.86407,0.004624577,0.02094055,0.02541527,2.081383E-05
1237667444585726015,195.542861532794,28.1918177008192,15.5151,0.003241285,0.02133996,0.01913729,1.10204E-05
1237667444585726083,195.412866869229,28.2458768145877,16.55649,0.005560487,0.02113949,0.02533837,2.331412E-05
1237667444585726096,195.430341049331,28.2977865854792,17.48855,0.006592358,0.02101089,0.02565928,2.497347E-05
1237667444585726117,195.43406566251,28.2143590064141,16.41988,0.003808503,0.02193247,0.02610355,1.17557E-05
1237667444585726198,195.559643801511,28.3526448853885,14.77014,0.002840988,0.01990973,0.02884664,1.473649E-05
1237667444585791491,195.553278002564,28.2148373267855,15.08236,0.002801348,0.02239467,0.02730983,8.26436E-06
1237667444585791502,195.58966914892,28.2307701212819,14.31233,0.002190344,0.02143666,0.01857502,7.219531E-06
1237667444585791644,195.547338684142,28.1724567094231,16.91516,0.02857606,0.01996897,0.02988449,7.762506E-06
1237667444585791665,195.590232511146,28.2559790755538,14.53859,0.002335806,0.02092722,0.0227214,8.94348E-06
1237667444585857114,195.74766250227,28.27535445414,16.53773,0.00411152,0.022062,0.02390798,1.451976E-05
1237667444585857153,195.802638507581,28.1724981550614,15.90196,0.004170931,0.02007631,0.02425432,1.980453E-05
1237667444585857168,195.839808704322,28.3090354738125,15.50245,0.003088886,0.02371967,0.01842575,1.14668E-05
1237667444585857184,195.875119416415,28.2747004341495,16.24396,0.004948228,0.02232484,0.02138566,2.413185E-05
1237667444585857196,195.890405905279,28.2394259864677,16.71375,0.006187294,0.02009225,0.0274078,2.69644E-05
1237667444585922609,195.958123620537,28.1857339728352,12.69318,0.001672364,0.01824769,0.02323505,7.181612E-06
1237667444585922611,195.978633527641,28.187643280719,15.23183,0.002724448,0.01808744,0.02291706,8.71374E-06
1237667252945486149,193.934561775186,28.754602706659,16.98089,0.01045358,0.02319307,0.02747388,4.808786E-06
1237667252945616923,194.235743506241,28.6233763265514,14.64894,0.00232566,0.02459782,0.02185673,8.771461E-06
1237667252945616973,194.157460480189,28.7033337426515,17.58196,0.008290299,0.02414845,0.03466807,1.035191E-05
1237667252945682613,194.457353063062,28.6242593395367,17.16297,0.00675517,0.02602907,0.02499963,6.785773E-06
1237667252945748053,194.538440824409,28.7085612120753,14.55204,0.002612959,0.03009883,0.02536839,1.209935E-05
1237667252945748097,194.580613982704,28.6985101844268,16.75317,0.00515331,0.02804622,0.01930469,2.84097E-05
1237667252945813608,194.824699188582,28.6240013543126,16.5484,0.004569018,0.02073615,0.03470419,8.05676E-06
1237667252945813654,194.785642300662,28.7282235981488,16.37576,0.005881565,0.02032077,0.02366714,3.405428E-05
1237667253482422453,194.119676862082,29.1370509634724,16.64328,0.005344266,0.02538176,0.03163352,8.663443E-06
1237667253482487860,194.256748291514,29.0626212590475,14.18628,0.002052952,0.0273999,0.0250272,8.351328E-06
1237667253482487930,194.297487405865,29.0450815511018,13.66296,0.001917745,0.02750452,0.02495532,8.410148E-06
1237667253482488240,194.280067318101,29.0627334207158,17.48628,0.01554917,0.02771209,0.02507045,0.000132835
1237667253482553389,194.445986193128,29.1495116568507,14.85943,0.002389515,0.0239013,0.02385668,8.776843E-06
1237667253482553501,194.440296962121,29.1300011258294,17.65497,0.008976656,0.02362564,0.02491663,5.455993E-05
1237667253482618902,194.575994722758,29.1287828496171,14.29512,0.002185256,0.02794599,0.02632676,9.577949E-06
1237667253482619004,194.52852747765,29.0345483565527,16.65582,0.006306897,0.02090591,0.02424348,4.11799E-05
1237665427552927881,194.875477343479,28.7001284408476,17.1654,0.005492401,0.02075816,0.02368247,2.401431E-05
1237665427552927902,194.917200734102,28.6308022950577,15.07103,0.003165773,0.02245244,0.01783614,6.876079E-06
1237665427552993436,195.018294753698,28.6034824944784,15.45464,0.003305257,0.02363573,0.02274294,1.979245E-05
1237665427552993478,195.09458906104,28.574474669521,15.85812,0.005427097,0.02408472,0.02158592,3.158518E-05
1237665427553058914,195.154751262705,28.6641178865181,16.60698,0.005529959,0.0256634,0.02360363,6.899845E-06
1237665427553124486,195.354480293973,28.6772253598032,14.47555,0.002379248,0.03041397,0.02915233,1.020569E-05
1237665427553124587,195.4492623908,28.6602096947014,17.25859,0.008208226,0.02366444,0.02872291,5.028937E-05
1237665427553189967,195.497239373117,28.7094725548596,17.14606,0.006662803,0.0223991,0.02023203,3.719672E-05
1237665427553255498,195.79056921392,28.5835206512888,14.18788,0.002113034,0.02111703,0.02282964,8.095286E-06
1237665427553321028,195.832508886991,28.6172727887781,15.92888,0.003557508,0.02199192,0.01988279,1.46214E-05
1237665427553321062,195.936824813474,28.545921342782,16.04828,0.00342027,0.02031486,0.02579949,1.420393E-05
1237665427553321118,195.866332218664,28.564224923352,16.10743,0.006138208,0.02082901,0.01589292,1.467827E-05
1237665427553386581,196.148967955507,28.6277402559277,15.64101,0.003046215,0.02391265,0.02236626,7.280592E-06
1237665427553386633,196.05469756966,28.5424539305107,17.39596,0.01003531,0.01726976,0.02706753,6.123844E-06
1237665427553386636,196.065710749018,28.5453865510812,17.61356,0.008698528,0.01707719,0.02785682,1.236309E-05
1237665428089864334,195.164792116953,29.0194074440033,13.80626,0.002125158,0.03201197,0.02424585,1.337719E-05
1237665428089864346,195.172219633614,29.0241999741511,21.59778,0.0836248,0.03275036,0.02371979,9.261654E-06
1237665428089929976,195.198173840503,29.0672233801512,17.17839,0.01339926,0.0325377,0.02498768,8.228114E-05
1237665428089995273,195.390003400941,29.1305910162567,13.29134,0.001772164,0.03613646,0.02453147,1.170414E-05
1237665428089995515,195.430722913139,29.044658570315,13.596,0.002011899,0.03915135,0.02372994,1.089039E-05
1237665428089995563,195.433250063168,28.9995424101428,14.75265,0.002655442,0.03340586,0.02142398,1.283342E-05
1237665428089995606,195.52364184045,29.1123145013554,20.20131,0.033116,0.03088477,0.04921409,5.998263E-06
1237665428089995663,195.446111981103,29.0766449971161,17.5279,0.01729612,0.03971306,0.0231106,1.067257E-05
1237665428090061006,195.595094634124,29.1495586596431,17.62764,0.008181595,0.02605416,0.0494033,1.059697E-05
1237665428090061020,195.580897188413,28.9526655629292,15.53436,0.002904339,0.02911458,0.03465652,1.224761E-05
1237665428090061453,195.661212156078,29.0756036494899,17.68788,0.02189065,0.02540364,0.02233465,9.368442E-05
1237665428090191940,195.889293306973,29.0604918294491,17.01671,0.007884813,0.02686359,0.02515178,6.275824E-05
1237665428090192022,196.042606512841,29.0154335046959,15.10929,0.003213768,0.02367748,0.02210143,1.831313E-05
1237665428090257496,196.074678862051,29.02953580281,14.36846,0.002274912,0.02391437,0.02276627,1.04645E-05
1237665428090257546,196.122143964547,28.9875009200063,17.76808,0.01199182,0.02363343,0.02406,8.584785E-05
1237667324334768325,195.333292146706,27.9610156450116,17.57349,0.007357861,0.0211982,0.02626503,4.013226E-05
1237667324334768346,195.363104189032,27.9991958902805,15.60357,0.002808929,0.02053928,0.025495,8.214365E-06
1237667324334768368,195.396838743459,28.1469487045078,17.00553,0.005416864,0.01977738,0.01759234,2.413948E-05
1237667324334768379,195.405521683289,28.0157684825243,17.03914,0.006469327,0.02040949,0.02383511,2.688416E-05
1237667324334833744,195.660181057666,28.1145710228721,14.689,0.002582134,0.01735526,0.02488411,1.105279E-05
1237667324334833783,195.533970497546,28.1510265057173,17.18092,0.007953241,0.01895261,0.01637006,4.169795E-05
1237667324334833807,195.559729478971,28.101596914342,16.01556,0.003665204,0.01801449,0.01983889,1.883389E-05
1237667324334833870,195.64495510833,27.9491093495886,14.74006,0.002569617,0.01841183,0.01928198,1.13706E-05
1237667324334833950,195.604293644629,27.9722581716407,17.28548,0.01091573,0.01860872,0.02742219,7.077159E-05
1237667324334899203,195.684984965144,28.045338208552,13.68561,0.001828229,0.02155824,0.02076338,8.594459E-06
1237667324334899265,195.753648584939,28.0324735786419,13.02487,0.001705782,0.02427411,0.01793707,6.878441E-06
1237667324334899374,195.735715271896,28.0703941712978,14.49853,0.002347646,0.02110169,0.02588479,1.015556E-05
1237667324334899420,195.817685340268,28.0304044444865,14.09561,0.00220894,0.02787456,0.02031774,9.022365E-06
1237667324334964782,195.937273855465,28.0842168568776,14.2815,0.002082244,0.02264203,0.01876636,8.244177E-06
1237667324334964812,195.961653752345,27.9883676069246,14.1962,0.002000341,0.02517797,0.02117967,7.750785E-06
1237667324334964813,195.942828701635,27.9869157698928,16.49962,0.004837586,0.02623156,0.02061088,1.990769E-05
1237667324334964884,195.844870559075,27.9359619009427,14.92138,0.002527126,0.02618859,0.02009697,1.007221E-05
1237667324334964901,195.855544393712,28.0139938315681,14.74127,0.002573485,0.02953748,0.02654376,1.123893E-05
1237667324334964917,195.880140364324,28.0923054224563,15.80737,0.003436894,0.02332406,0.02111703,1.794592E-05
1237667324334964935,195.902413546025,28.0979516017944,17.76247,0.009711884,0.02271273,0.02058619,5.056025E-05
1237667324334964987,195.96040532167,28.0544041547406,16.12363,0.0036717,0.02290423,0.02097959,1.618615E-05
1237667324335030394,196.033193138867,27.9649484556976,14.75309,0.00257098,0.02158887,0.01980436,1.274144E-05
1237665440441696400,193.852191265995,28.5712477441995,17.75495,0.01012485,0.02519315,0.02564791,2.439107E-05
1237665440441761843,194.090797571316,28.4869355600979,15.89267,0.003398797,0.02906219,0.02200934,1.457773E-05
1237665440441892890,194.391191533255,28.4822571614252,13.26373,0.001720661,0.02493722,0.0208744,7.538812E-06
1237665440441892891,194.383142672062,28.4769425522129,12.46939,0.001544625,0.02470157,0.02256766,9.289376E-06
1237665440441892904,194.354394745362,28.4958928406158,16.69903,0.006839585,0.02523897,0.02394781,4.263176E-05
1237665440441892998,194.474743403174,28.4998067687287,15.10212,0.002510331,0.02496104,0.02436011,8.756586E-06
1237665440441958487,194.562768369411,28.521782562633,16.36541,0.004942198,0.02428056,0.02303872,7.102034E-06
1237665440442024035,194.733756557692,28.463629028495,15.55925,0.003082806,0.02234223,0.01972125,1.576433E-05
1237665440442024094,194.703919061709,28.5399979627666,17.20409,0.007265634,0.02114154,0.02096941,3.956648E-05
1237665440442089547,194.83755027636,28.4414771516295,16.9173,0.005333638,0.02621426,0.02189435,2.497237E-05
1237665440442089553,194.846473958468,28.4885986089472,15.81575,0.003329156,0.02549998,0.0233463,1.067476E-05
1237665440442089583,194.898630354025,28.5513647259983,14.96751,0.002445223,0.02393536,0.02529903,8.712113E-06
1237665440442089601,194.922106048695,28.5071954101907,15.01974,0.003085133,0.02595057,0.02748123,1.489003E-05
1237665440442155099,195.122312006143,28.4556429094416,17.38803,0.008735465,0.02552731,0.02411931,4.773536E-05
1237665440442155197,195.007640576844,28.4348164330296,16.21806,0.00480776,0.02642015,0.02699485,2.287648E-05
1237665440442155264,195.082823142696,28.4392284427739,17.78879,0.009585364,0.02513778,0.02369337,5.561197E-05
1237665440442155329,195.059240619592,28.4580656213662,17.75537,0.01098743,0.02508469,0.02610259,7.444157E-05
1237665440442220653,195.182794772885,28.4163326730284,16.11123,0.003987151,0.02338845,0.02092743,1.657857E-05
1237665440442220827,195.31231891148,28.5217546540502,17.12424,0.0105346,0.02542353,0.02813301,4.023371E-06
1237665440442286144,195.361207207261,28.4358939754797,16.21379,0.004693172,0.0235334,0.0192207,2.256152E-05
1237665440442351629,195.53608396082,28.3871080825636,14.06322,0.002022224,0.02153706,0.02526679,1.309078E-05
1237665440442351685,195.546418914066,28.4566139318449,16.35969,0.006974763,0.02291714,0.02048302,4.628926E-05
1237665440442351734,195.633184584351,28.4393232519616,15.80331,0.003639659,0.01810602,0.01990046,2.124176E-05
1237665440442351742,195.658953721111,28.5019066337512,16.02856,0.004893864,0.01979606,0.01921797,2.981472E-05
1237665440442351757,195.669998666552,28.3713018245879,14.47748,0.002331523,0.01873241,0.02472724,1.060819E-05
1237665440442351844,195.558945318853,28.5071077212092,17.90443,0.0130746,0.02323923,0.02266421,9.915161E-05
1237665440442417214,195.71351070655,28.4824384272355,16.9446,0.005423937,0.01973761,0.02357034,2.594739E-05
1237665440442417243,195.790981249344,28.4896063172504,17.0117,0.005853919,0.02073005,0.01798145,2.367436E-05
1237665440442417323,195.738848732871,28.375600328505,17.21591,0.009932102,0.01992867,0.02951606,7.203462E-05
1237665440442548314,196.076756682974,28.4681349523023,14.86739,0.002785122,0.01645189,0.02577338,1.418462E-05
1237665440978698320,194.210894458443,28.9298324817892,14.35512,0.002272157,0.02353663,0.026997,9.6645E-06
1237665440978698520,194.279134612015,28.9583704880279,17.46062,0.01026958,0.02611276,0.02747943,7.290666E-05
1237665440978763910,194.432145190006,29.0032030641904,17.44021,0.008265062,0.02149709,0.02308036,5.66954E-06
1237665440978763913,194.43379526901,29.0203757207111,15.52851,0.004128556,0.02121834,0.02642079,2.457884E-05
1237665440978763955,194.523410237022,29.0173616029541,16.44187,0.005138726,0.02020659,0.02567655,3.382527E-05
1237665440978829317,194.555544089457,28.9480984811571,14.16336,0.002194219,0.02037443,0.0255569,7.873106E-06
