#     initial_mass           star_mass            log_Teff               log_g                log_L              Bessell_U            Bessell_B            Bessell_V            Bessell_R            Bessell_I             2MASS_J              2MASS_H             2MASS_Ks            Gaia_G_MAW          Gaia_BP_MAWb         Gaia_BP_MAWf          Gaia_RP_MAW          Gaia_G_EDR3         Gaia_BP_EDR3         Gaia_RP_EDR3     
        0.1384185520         0.1384180251         3.4854812426         5.1436100493        -2.6743402609        16.8992750000        15.7492430000        14.2473280000        12.8716930000        11.1484190000         9.4782190000         8.8145450000         8.5945610000        12.6756470000        14.4671250000        14.5099430000        11.4309410000        12.6950040000        14.4906330000        11.4276220000
        0.1431324962         0.1431319365         3.4885668289         5.1328916521        -2.6351779644        16.6970100000        15.5579890000        14.0646510000        12.7186820000        11.0296880000         9.3915930000         8.7296850000         8.5102020000        12.5445630000        14.2851080000        14.3279820000        11.3121310000        12.5639650000        14.3083150000        11.3088690000
        0.1483807214         0.1483801244         3.4917971305         5.1215279897        -2.5935017471        16.4870090000        15.3591350000        13.8736560000        12.5574960000        10.9047590000         9.2991770000         8.6389940000         8.4199670000        12.4061370000        14.0947510000        14.1376940000        11.1866670000        12.4255800000        14.1176350000        11.1834990000
        0.1587312886         0.1587306292         3.4953679902         5.1067025889        -2.5369062565        16.2305070000        15.1149980000        13.6383570000        12.3539330000        10.7414000000         9.1705400000         8.5123100000         8.2937230000        12.2273160000        13.8601540000        13.9031720000        11.0222520000        12.2467980000        13.8826630000        11.0192210000
        0.1687261790         0.1687254558         3.4988130375         5.0923732324        -2.4822653795        15.9870030000        14.8824270000        13.4140920000        12.1587850000        10.5843730000         9.0458730000         8.3893520000         8.1713240000        12.0552170000        13.6365180000        13.6796120000        10.8639240000        12.0747320000        13.6586710000        10.8610430000
        0.1813824013         0.1813815974         3.5025393839         5.0759309710        -2.4188925377        15.7164960000        14.6233150000        13.1641920000        11.9388650000        10.4043810000         8.8997260000         8.2451330000         8.0273600000        11.8590150000        13.3872790000        13.4304500000        10.6823410000        11.8785680000        13.4090580000        10.6796310000
        0.1931267414         0.1931258618         3.5057150853         5.0619945350        -2.3641040981        15.4876740000        14.4034440000        12.9525230000        11.7514460000        10.2493180000         8.7726340000         8.1194290000         7.9026180000        11.6905110000        13.1761540000        13.2193870000        10.5259090000        11.7100990000        13.1976340000        10.5233420000
        0.2021227777         0.2021218392         3.5080710540         5.0521832727        -2.3245186501        15.3238320000        14.2455230000        12.8006770000        11.6165010000        10.1374100000         8.6806890000         8.0283320000         7.8120190000        11.5688030000        13.0246740000        13.0679510000        10.4129160000        11.5884170000        13.0459430000        10.4104580000
        0.2105513528         0.2105503566         3.5102661561         5.0430780598        -2.2877429592        15.1739430000        14.1007270000        12.6614800000        11.4921530000        10.0339510000         8.5951090000         7.9434220000         7.7275510000        11.4562500000        12.8857860000        12.9291030000        10.3083340000        11.4758870000        12.9068640000        10.3059840000
        0.2166848754         0.2166838387         3.5117503338         5.0377758592        -2.2646292747        15.0790000000        14.0086260000        12.5729630000        11.4131210000         9.9686700000         8.5415370000         7.8901910000         7.6746930000        11.3848860000        12.7974420000        12.8407900000        10.2422530000        11.4045370000        12.8183990000        10.2399800000
        0.2227480883         0.2227470103         3.5132208510         5.0324933628        -2.2417350275        14.9859420000        13.9182180000        12.4860840000        11.3352920000         9.9042370000         8.4884200000         7.8373650000         7.6222450000        11.3144420000        12.7107240000        12.7541000000        10.1769820000        11.3341060000        12.7315620000        10.1747880000
        0.2284467818         0.2284456635         3.5146036701         5.0274868953        -2.2201751603        14.8992370000        13.8338600000        12.4050240000        11.2624380000         9.8437790000         8.4383490000         7.7875260000         7.5727680000        11.2483440000        12.6298040000        12.6732060000        10.1156950000        11.2680220000        12.6505310000        10.1135780000
        0.2343146889         0.2343135276         3.5160303398         5.0222717778        -2.1979194725        14.8106270000        13.7475200000        12.3220640000        11.1876510000         9.7815800000         8.3866210000         7.7359970000         7.5216210000        11.1803460000        12.5469760000        12.5904060000        10.0526040000        11.2000340000        12.5675920000        10.0505690000
        0.2403268645         0.2403256576         3.5174930454         5.0168650791        -2.1750471462        14.7205470000        13.6596060000        12.2375860000        11.1112550000         9.7178900000         8.3334160000         7.6829520000         7.4689760000        11.1107230000        12.4626230000        12.5060810000         9.9879590000        11.1304240000        12.4831250000         9.9860110000
        0.2477817394         0.2477804322         3.5193138331         5.0101629726        -2.1476068387        14.6123370000        13.5537780000        12.1359460000        11.0192760000         9.6414700000         8.2697310000         7.6193970000         7.4059300000        11.0269380000        12.3611210000        12.4046150000         9.9102970000        11.0466540000        12.3814860000         9.9084610000
        0.2547813603         0.2547799975         3.5209958310         5.0047193735        -2.1235787707        14.5173730000        13.4605170000        12.0463820000        10.9381940000         9.5744580000         8.2141680000         7.5638670000         7.3508880000        10.9531750000        12.2716560000        12.3151860000         9.8420980000        10.9729030000        12.2918990000         9.8403670000
        0.2620978233         0.2620963979         3.5227614029         4.9988889842        -2.0982671849        14.4189990000        13.3635840000        11.9532840000        10.8535680000         9.5042180000         8.1555720000         7.5051960000         7.2927590000        10.8759310000        12.1786370000        12.2222020000         9.7705780000        10.8956720000        12.1987570000         9.7689600000
        0.2697178480         0.2697163570         3.5245873657         4.9931440334        -2.0729550425        14.3224240000        13.2676060000        11.8611600000        10.7694970000         9.4342110000         8.0970200000         7.4462650000         7.2344690000        10.7989720000        12.0865260000        12.1301240000         9.6992690000        10.8187260000        12.1065370000         9.6977640000
        0.2783029230         0.2783013145         3.5266528044         4.9864489995        -2.0444638817        14.2146740000        13.1602820000        11.7581000000        10.6752280000         9.3556770000         8.0311520000         7.3798870000         7.1688250000        10.7125530000        11.9834770000        12.0271150000         9.6191940000        10.7323210000        12.0033660000         9.6178230000
        0.2859296556         0.2859279744         3.5284812507         4.9806458753        -2.0192691330        14.1203230000        13.0660530000        11.6675190000        10.5921850000         9.2864570000         7.9729330000         7.3211560000         7.1107500000        10.6363190000        11.8929020000        11.9365780000         9.5485480000        10.6560990000        11.9126840000         9.5472970000
        0.2931449713         0.2931432152         3.5302135668         4.9750612655        -1.9953289519        14.0314890000        12.9771440000        11.5819740000        10.5136030000         9.2208940000         7.9176250000         7.2653080000         7.0555290000        10.5640800000        11.8073640000        11.8510780000         9.4815830000        10.5838720000        11.8270450000         9.4804510000
        0.2990181921         0.2990163698         3.5317002874         4.9707654051        -1.9762070895        13.9594140000        12.9047510000        11.5123050000        10.4497980000         9.1682850000         7.8737580000         7.2209540000         7.0117140000        10.5056880000        11.7377000000        11.7814490000         9.4277270000        10.5254900000        11.7572960000         9.4266980000
        0.3047897976         0.3047879111         3.5331588613         4.9664946010        -1.9574134052        13.8890360000        12.8339310000        11.4440830000        10.3872410000         9.1166960000         7.8306630000         7.1773490000         6.9686440000        10.4483940000        11.6694820000        11.7132690000         9.3748790000        10.4682050000        11.6889960000         9.3739540000
        0.3079800650         0.3079781337         3.5339664370         4.9640277214        -1.9469139113        13.8499820000        12.7945890000        11.4061580000        10.3524240000         9.0879450000         7.8065800000         7.1529660000         6.9445610000        10.4164690000        11.6315620000        11.6753700000         9.3454150000        10.4362860000        11.6510300000         9.3445480000
        0.3102671980         0.3102653472         3.5344423754         4.9629816542        -1.9406150917        13.8267920000        12.7711460000        11.3834840000        10.3315730000         9.0707100000         7.7921200000         7.1383430000         6.9301120000        10.3973430000        11.6088890000        11.6527120000         9.3277520000        10.4171640000        11.6283300000         9.3269200000
        0.3122731931         0.3122713118         3.5349697936         4.9615742925        -1.9342705466        13.8026930000        12.7467880000        11.3600000000        10.3101020000         9.0532250000         7.7776860000         7.1237140000         6.9156790000        10.3777670000        11.5854070000        11.6292440000         9.3097910000        10.3975910000        11.6048180000         9.3089970000
        0.3131394162         0.3131376041         3.5351106443         4.9613165637        -1.9321938783        13.7953240000        12.7393230000        11.3527460000        10.3033870000         9.0475920000         7.7728810000         7.1188600000         6.9108750000        10.3715670000        11.5781540000        11.6219960000         9.3040280000        10.3913930000        11.5975580000         9.3032450000
        0.3140107715         0.3140089448         3.5354439828         4.9608705720        -1.9293200019        13.7830140000        12.7267630000        11.3406690000        10.2925820000         9.0393580000         7.7666110000         7.1124830000         6.9046200000        10.3619860000        11.5660770000        11.6099290000         9.2954850000        10.3818150000        11.5854630000         9.2947260000
        0.3149332394         0.3149313987         3.5356739311         4.9602406683        -1.9264983923        13.7723980000        12.7160230000        11.3303030000        10.2830890000         9.0316050000         7.7601820000         7.1059680000         6.8981900000        10.3533180000        11.5557130000        11.5995710000         9.2875200000        10.3731480000        11.5750850000         9.2867790000
        0.3158328129         0.3158309600         3.5359658852         4.9597355175        -1.9236483469        13.7607900000        12.7042060000        11.3189180000        10.2728150000         9.0235740000         7.7538600000         7.0995450000         6.8918750000        10.3441090000        11.5443290000        11.5881980000         9.2792170000        10.3639400000        11.5636840000         9.2784980000
        0.3167449996         0.3167431376         3.5361919312         4.9591137046        -1.9208646057        13.7503410000        12.6936300000        11.3087060000        10.2634600000         9.0159300000         7.7475170000         7.0931140000         6.8855300000        10.3355620000        11.5341190000        11.5779930000         9.2713630000        10.3553950000        11.5534610000         9.2706600000
        0.3176907965         0.3176889274         3.5364255068         4.9584860844        -1.9179985925        13.7395790000        12.6827310000        11.2981790000        10.2538170000         9.0080590000         7.7409910000         7.0864980000         6.8790010000        10.3267560000        11.5235920000        11.5674730000         9.2632750000        10.3465910000        11.5429220000         9.2625890000
        0.3193008902         0.3192989916         3.5369216019         4.9570474546        -1.9124567757        13.7181180000        12.6609520000        11.2771730000        10.2346920000         8.9927110000         7.7285000000         7.0738070000         6.8664970000        10.3094120000        11.5025910000        11.5464880000         9.2474600000        10.3292510000        11.5218930000         9.2468120000
        0.3205623653         0.3205604618         3.5372256940         4.9562324076        -1.9087071580        13.7040920000        12.6467300000        11.2634230000        10.2220910000         8.9824240000         7.7199630000         7.0651500000         6.8579550000        10.2979010000        11.4888440000        11.5327500000         9.2368860000        10.3177430000        11.5081280000         9.2362600000
        0.3238788246         0.3238768797         3.5380738151         4.9539737290        -1.8986514204        13.6660520000        12.6080960000        11.2260680000        10.1879400000         8.9547490000         7.6971700000         7.0420160000         6.8351440000        10.2667950000        11.4514970000        11.4954300000         9.2084000000        10.2866430000        11.4707350000         9.2078390000
        0.3266223795         0.3266204140         3.5387128248         4.9522669632        -1.8907076008        13.6365180000        12.5781010000        11.1970250000        10.1613040000         8.9329950000         7.6790850000         7.0236700000         6.8170430000        10.2424490000        11.4224610000        11.4664130000         9.1860280000        10.2623020000        11.4416620000         9.1855150000
        0.3312664122         0.3312643992         3.5397459808         4.9496036326        -1.8778154867        13.5887370000        12.5295090000        11.1499210000        10.1180920000         8.8977150000         7.6497440000         6.9939030000         6.7876760000        10.2029500000        11.3753690000        11.4193570000         9.1497340000        10.2228110000        11.3945120000         9.1493010000
        0.3361320321         0.3361299663         3.5407823410         4.9455631720        -1.8632728756        13.5368000000        12.4768410000        11.0988360000        10.0709110000         8.8584090000         7.6162910000         6.9599410000         6.7541290000        10.1594300000        11.3243040000        11.3683240000         9.1094040000        10.1792990000        11.3433880000         9.1090500000
        0.3402175314         0.3402154172         3.5416385700         4.9413826288        -1.8504130163        13.4918160000        12.4312760000        11.0546150000        10.0299220000         8.8238890000         7.5865490000         6.9297200000         6.7242630000        10.1214330000        11.2801060000        11.3241520000         9.0740320000        10.1413090000        11.2991410000         9.0737440000
        0.3445895627         0.3445873943         3.5426127913         4.9394984964        -1.8390438838        13.4490070000        12.3874470000        11.0119750000         9.9909750000         8.7925980000         7.5609270000         6.9037010000         6.6986320000        10.0860550000        11.2374820000        11.2815660000         9.0417310000        10.1059390000        11.2564620000         9.0415190000
        0.3484298246         0.3484276056         3.5434460891         4.9376996458        -1.8290833485        13.4118460000        12.3493430000        10.9748420000         9.9570210000         8.7652500000         7.5384470000         6.8808670000         6.6761350000        10.0551770000        11.2003660000        11.2444820000         9.0135040000        10.0750680000        11.2192980000         9.0133600000
        0.3522651437         0.3522628709         3.5441131475         4.9313444228        -1.8153211063        13.3675170000        12.3045960000        10.9312490000         9.9159930000         8.7291930000         7.5059570000         6.8477910000         6.6433680000        10.0164120000        11.1568090000        11.2009450000         8.9767660000        10.0363090000        11.1757020000         8.9766730000
        0.3559505106         0.3559481844         3.5447734633         4.9246380367        -1.8014199938        13.3230470000        12.2596800000        10.8874680000         9.8747380000         8.6928490000         7.4731080000         6.8143220000         6.6102090000         9.9773850000        11.1130670000        11.1572230000         8.9397390000         9.9972870000        11.1319210000         8.9396990000
        0.3590212972         0.3590189276         3.5453229303         4.9193258471        -1.7901936814        13.2870430000        12.2232040000        10.8518570000         9.8412080000         8.6634610000         7.4466460000         6.7873510000         6.5834880000         9.9457300000        11.0774870000        11.1216620000         8.9097680000         9.9656380000        11.0963090000         8.9097720000
        0.3621405885         0.3621381728         3.5459019761         4.9142588775        -1.7790456921        13.2509460000        12.1864780000        10.8159390000         9.8074680000         8.6341740000         7.4204880000         6.7606790000         6.5570710000         9.9140100000        11.0416000000        11.0857960000         8.8798480000         9.9339230000        11.0603880000         8.8798990000
        0.3648948865         0.3648924308         3.5464284506         4.9106771581        -1.7700473323        13.2210940000        12.1559140000        10.7859810000         9.7794750000         8.6103390000         7.3995710000         6.7393520000         6.5359650000         9.8879090000        11.0116680000        11.0558860000         8.8554150000         9.9078260000        11.0304240000         8.8555120000
        0.3672511574         0.3672486708         3.5469240912         4.9086649953        -1.7632532354        13.1972770000        12.1313000000        10.7618030000         9.7571300000         8.5920220000         7.3840910000         6.7235690000         6.5203760000         9.8674050000        10.9875090000        11.0317500000         8.8365170000         9.8873260000        11.0062350000         8.8366560000
        0.3699474542         0.3699449327         3.5474883803         4.9069341659        -1.7561058928        13.1717050000        12.1047790000        10.7357310000         9.7331190000         8.5726250000         7.3679430000         6.7071100000         6.5041310000         9.8455020000        10.9614540000        11.0057230000         8.8164490000         9.8654290000        10.9801480000         8.8166380000
        0.3724950482         0.3724924950         3.5480138272         4.9055709167        -1.7496639299        13.1485010000        12.0806460000        10.7119710000         9.7112630000         8.5550970000         7.3534480000         6.6923430000         6.4895570000         9.8256180000        10.9377120000        10.9820060000         8.7982850000         9.8455500000        10.9563730000         8.7985200000
        0.3749883785         0.3749857953         3.5485446836         4.9040126215        -1.7430711089        13.1249200000        12.0561020000        10.6877960000         9.6889930000         8.5372010000         7.3386000000         6.6772020000         6.4746120000         9.8053360000        10.9135530000        10.9578740000         8.7797390000         9.8252730000        10.9321830000         8.7800220000
        0.3777753564         0.3777727395         3.5491327083         4.9026126431        -1.7361035894        13.0997010000        12.0297970000        10.6618730000         9.6651590000         8.5182210000         7.3229930000         6.6612920000         6.4589150000         9.7837010000        10.8876480000        10.9319990000         8.7600300000         9.8036430000        10.9062430000         8.7603660000
        0.3836341562         0.3836314651         3.5503402869         4.8993355210        -1.7213622508        13.0470770000        11.9749080000        10.6077540000         9.6152590000         8.4782550000         7.2898710000         6.6275060000         6.4255660000         9.7382750000        10.8335670000        10.8779780000         8.7185450000         9.7582270000        10.8520890000         8.7189920000
