#     initial_mass           star_mass            log_Teff               log_g                log_L              Bessell_U            Bessell_B            Bessell_V            Bessell_R            Bessell_I             2MASS_J              2MASS_H             2MASS_Ks            Gaia_G_MAW          Gaia_BP_MAWb         Gaia_BP_MAWf          Gaia_RP_MAW          Gaia_G_EDR3         Gaia_BP_EDR3         Gaia_RP_EDR3     
        0.1729433893         0.1729420112         3.5001833949         5.0854766091        -2.4604779731        15.8900060000        14.7901540000        13.3253730000        12.0813880000        10.5219440000         8.9960280000         8.3403750000         8.1222610000        11.9867450000        13.5480630000        13.5911830000        10.8009020000        12.0062740000        13.5700710000        10.7980860000
        0.1843763618         0.1843748333         3.5033449856         5.0702214798        -2.4040849465        15.6539160000        14.5641140000        13.1074980000        11.8886900000        10.3627770000         8.8653020000         8.2112260000         7.9936720000        11.8138420000        13.3307690000        13.3739500000        10.6403400000        11.8334030000        13.3524580000        10.6376720000
        0.1958498621         0.1958481721         3.5065126083         5.0547634761        -2.3474037132        15.4202790000        14.3399160000        12.8918720000        11.6970690000        10.2031500000         8.7333300000         8.0806720000         7.8640730000        11.6408180000        13.1157090000        13.1589450000        10.4793090000        11.6604130000        13.1370970000        10.4767850000
        0.2055063279         0.2055044957         3.5091301892         5.0421799104        -2.3011687671        15.2325360000        14.1592490000        12.7182410000        11.5419370000        10.0734450000         8.6254490000         7.9737620000         7.7575540000        11.5001680000        12.9424990000        12.9857800000        10.3483160000        11.5197910000        12.9636480000        10.3459190000
        0.2111036584         0.2111017499         3.5105060268         5.0365755814        -2.2792285173        15.1419960000        14.0717320000        12.6341810000        11.4670000000        10.0114690000         8.5745450000         7.9232390000         7.7073630000        11.4325140000        12.8586230000        12.9019280000        10.2856230000        11.4521500000        12.8796540000        10.2832950000
        0.2168455060         0.2168435153         3.5119187606         5.0307153715        -2.2565885925        15.0496280000        13.9823430000        12.5483380000        11.3902030000         9.9477680000         8.5219420000         7.8709870000         7.6554600000        11.3629970000        12.7729570000        12.8162880000        10.2211430000        11.3826480000        12.7938690000        10.2188890000
        0.2223525022         0.2223504512         3.5132506215         5.0255883500        -2.2359655047        14.9655530000        13.9007450000        12.4699770000        11.3200320000         9.8897110000         8.4741040000         7.8234140000         7.6082280000        11.2994940000        12.6947440000        12.7381020000        10.1623220000        11.3191560000        12.7155480000        10.1601400000
        0.2278759227         0.2278737865         3.5146112571         5.0197812601        -2.2140104440        14.8778830000        13.8156800000        12.3882970000        11.2464840000         9.8283820000         8.4229760000         7.7725450000         7.5577080000        11.2325950000        12.6132140000        12.6565950000        10.1001680000        11.2522690000        12.6339050000        10.0980630000
        0.2334237181         0.2334214926         3.5159785215         5.0138689043        -2.1918763576        14.7904400000        13.7307090000        12.3067060000        11.1727870000         9.7667700000         8.3713830000         7.7211690000         7.5066910000        11.1654040000        12.5317620000        12.5751680000        10.0376930000        11.1850890000        12.5523420000        10.0356670000
        0.2391248999         0.2391225788         3.5173840035         5.0077250849        -2.1690712181        14.7012990000        13.6439440000        12.2233850000        11.0973000000         9.7035090000         8.3181840000         7.6681490000         7.4540480000        11.0964290000        12.4485730000        12.4920030000         9.9735090000        11.1161240000        12.4690410000         9.9715670000
        0.2446922664         0.2446898480         3.5187561130         5.0016906767        -2.1468456669        14.6152290000        13.5600190000        12.1427820000        11.0240810000         9.6420390000         8.2663160000         7.6164120000         7.4026870000        11.0294000000        12.3680880000        12.4115430000         9.9111060000        11.0491070000        12.3884500000         9.9092480000
        0.2499870318         0.2499845172         3.5200619306         4.9958660828        -2.1256200798        14.5355060000        13.4816800000        12.0675960000        10.9553340000         9.5837220000         8.2166400000         7.5666200000         7.3533260000        10.9660820000        12.2929500000        12.3364230000         9.8519410000        10.9857970000        12.3132240000         9.8501610000
        0.2565971126         0.2565944660         3.5216749869         4.9896790963        -2.1018211438        14.4450570000        13.3922370000        11.9818140000        10.8770730000         9.5179880000         8.1612900000         7.5109750000         7.2982460000        10.8942790000        12.2071910000        12.2506890000         9.7851520000        10.9140050000        12.2273650000         9.7834660000
        0.2633746481         0.2633718848         3.5233083846         4.9838300436        -2.0787055159        14.3569300000        13.3048270000        11.8979640000        10.8005900000         9.4540840000         8.1077150000         7.4570440000         7.2448880000        10.8242070000        12.1233590000        12.1668830000         9.7201310000        10.8439460000        12.1434350000         9.7185430000
        0.2699200545         0.2699171732         3.5248858112         4.9781419818        -2.0563423650        14.2725120000        13.2209220000        11.8174300000        10.7269490000         9.3924710000         8.0558820000         7.4048110000         7.1932160000        10.7566280000        12.0428370000        12.0863900000         9.6573940000        10.7763770000        12.0628190000         9.6559060000
        0.2762978997         0.2762948982         3.5264233733         4.9725619527        -2.0345120573        14.1908510000        13.1395950000        11.7393130000        10.6553660000         9.3325140000         8.0052870000         7.3537780000         7.1427330000        10.6908410000        11.9647320000        12.0083140000         9.5963020000        10.7106000000        11.9846230000         9.5949120000
        0.2848200677         0.2848162997         3.5287187233         4.9645792096        -2.0042581079        14.0760270000        13.0249080000        11.6292350000        10.5547410000         9.2491250000         7.9356300000         7.2833880000         7.0731700000        10.5987060000        11.8546670000        11.8982950000         9.5111450000        10.6184820000        11.8744240000         9.5099050000
        0.2912922721         0.2912883736         3.5302827425         4.9589949494        -1.9821901997        13.9948860000        12.9436490000        11.5510120000        10.4827900000         9.1888600000         7.8845640000         7.2317620000         7.0221130000        10.5324450000        11.7764520000        11.8201160000         9.4496230000        10.5522300000        11.7961200000         9.4484890000
        0.2974380371         0.2974340097         3.5317674724         4.9536657955        -1.9612159064        13.9183030000        12.8667950000        11.4769510000        10.4145770000         9.1317110000         7.8360510000         7.1826740000         6.9735700000        10.4695720000        11.7024000000        11.7460990000         9.3912430000        10.4893670000        11.7219830000         9.3902120000
        0.3029577378         0.3029535902         3.5331238806         4.9489481726        -1.9424672541        13.8497860000        12.7978600000        11.4104670000        10.3533600000         9.0806170000         7.7927930000         7.1388640000         6.9302630000        10.4132100000        11.6359240000        11.6796570000         9.3389910000        10.4330140000        11.6554310000         9.3380550000
        0.3077418902         0.3077376371         3.5343938154         4.9454927959        -1.9271209361        13.7915910000        12.7389960000        11.3536910000        10.3014690000         9.0383090000         7.7578570000         7.1034210000         6.8952880000        10.3658990000        11.5791550000        11.6229240000         9.2955630000        10.3857130000        11.5985910000         9.2947180000
        0.3116419930         0.3116376497         3.5354096582         4.9426165579        -1.9146350713        13.7446820000        12.6914970000        11.3078320000        10.2594860000         9.0039930000         7.7294020000         7.0745420000         6.8667880000        10.3275600000        11.5333020000        11.5771010000         9.2603320000        10.3473830000        11.5526810000         9.2595610000
        0.3126368285         0.3126324404         3.5356693242         4.9419823283        -1.9115905205        13.7330950000        12.6797330000        11.2964680000        10.2491100000         8.9955880000         7.7225010000         7.0675340000         6.8598780000        10.3181210000        11.5219400000        11.5657470000         9.2516900000        10.3379440000        11.5413050000         9.2509370000
        0.3136143063         0.3136098783         3.5358918164         4.9413299060        -1.9087003980        13.7224600000        12.6689610000        11.2860500000        10.2395360000         8.9876930000         7.7158830000         7.0608210000         6.8532480000        10.3093410000        11.5115240000        11.5553370000         9.2435910000        10.3291670000        11.5308760000         9.2428550000
        0.3145719301         0.3145674681         3.5361448485         4.9406500755        -1.9056880739        13.7110630000        12.6573960000        11.2748790000        10.2293240000         8.9793980000         7.7090440000         7.0538740000         6.8463970000        10.3000370000        11.5003550000        11.5441760000         9.2350630000        10.3198640000        11.5196920000         9.2343450000
        0.3155982468         0.3155937522         3.5363943854         4.9399914295        -1.9026161950        13.6995810000        12.6457410000        11.2636050000        10.2189980000         8.9709640000         7.7020490000         7.0467730000         6.8393900000        10.2906060000        11.4890830000        11.5329120000         9.2263980000        10.3104350000        11.5084080000         9.2256990000
        0.3166016618         0.3165971407         3.5366437184         4.9393037613        -1.8995476777        13.6881160000        12.6341040000        11.2523520000        10.2086880000         8.9625440000         7.6950630000         7.0396790000         6.8323900000        10.2811900000        11.4778310000        11.5216680000         9.2177470000        10.3010210000        11.4971410000         9.2170670000
        0.3176103574         0.3176058382         3.5368742813         4.9386698816        -1.8965975750        13.6772400000        12.6230660000        11.2416650000        10.1988740000         8.9544790000         7.6883220000         7.0328370000         6.8256370000        10.2722020000        11.4671470000        11.5109910000         9.2094670000        10.2920340000        11.4864440000         9.2088040000
        0.3186768878         0.3186723526         3.5371393298         4.9379548334        -1.8933525444        13.6651130000        12.6107440000        11.2297430000        10.1879540000         8.9455740000         7.6809400000         7.0253390000         6.8182400000        10.2622320000        11.4552280000        11.4990800000         9.2003130000        10.2820660000        11.4745100000         9.1996690000
        0.3198055038         0.3198009575         3.5374060375         4.9371491501        -1.8899297703        13.6525190000        12.5979650000        11.2173760000        10.1765920000         8.9362280000         7.6731180000         7.0173960000         6.8103990000        10.2518200000        11.4428630000        11.4867230000         9.1907170000        10.2716560000        11.4621300000         9.1900940000
        0.3209845294         0.3209806789         3.5375811372         4.9381488551        -1.8885430711        13.6465780000        12.5916120000        11.2110590000        10.1709560000         8.9321260000         7.6701770000         7.0144430000         6.8075010000        10.2469280000        11.4365430000        11.4804130000         9.1864290000        10.2667680000        11.4558010000         9.1858200000
        0.3241008626         0.3240969458         3.5382948286         4.9359879350        -1.8793583621        13.6128610000        12.5573650000        11.1778860000        10.1404740000         8.9070630000         7.6491920000         6.9931320000         6.7864660000        10.2189920000        11.4033780000        11.4472720000         9.1606870000        10.2388370000        11.4225970000         9.1601320000
        0.3279937023         0.3279896986         3.5391731312         4.9333410221        -1.8680028186        13.5713080000        12.5151200000        11.1369300000        10.1028260000         8.8761040000         7.6232490000         6.9667770000         6.7604550000        10.1844800000        11.3624330000        11.4063560000         9.1288810000        10.2043300000        11.3816030000         9.1283920000
        0.3322742928         0.3322701104         3.5401215544         4.9303328898        -1.8555783703        13.5261140000        12.4691390000        11.0923170000        10.0617850000         8.8422990000         7.5948470000         6.9379140000         6.7319690000        10.1468190000        11.3178360000        11.3617900000         9.0941490000        10.1666780000        11.3369510000         9.0937320000
        0.3368096748         0.3368053886         3.5410556365         4.9277397831        -1.8433725067        13.4817810000        12.4239270000        11.0483640000        10.0213550000         8.8090720000         7.5669750000         6.9095980000         6.7040270000        10.1097530000        11.2738980000        11.3178860000         9.0599890000        10.1296200000        11.2929620000         9.0596440000
        0.3410368480         0.3410324627         3.5419112541         4.9254511724        -1.8322051270        13.4412710000        12.3825490000        11.0080900000         9.9843160000         8.7786740000         7.5415000000         6.8837140000         6.6784900000        10.0758100000        11.2336400000        11.2776580000         9.0287230000        10.0956840000        11.2526550000         9.0284450000
        0.3436480838         0.3436436289         3.5424057342         4.9239671591        -1.8254562033        13.4171470000        12.3578930000        10.9840520000         9.9621570000         8.7603780000         7.5260510000         6.8680150000         6.6629940000        10.0554490000        11.2096130000        11.2536510000         9.0099170000        10.0753280000        11.2286010000         9.0096780000
        0.3467860297         0.3467814403         3.5431700825         4.9219104018        -1.8164398783        13.3834690000        12.3232630000        10.9502790000         9.9313100000         8.7356070000         7.5057430000         6.8473300000         6.6426220000        10.0274350000        11.1758580000        11.2199280000         8.9843410000        10.0473200000        11.1948030000         8.9841630000
        0.3493546845         0.3493500340         3.5436631435         4.9210055378        -1.8103340748        13.3610210000        12.3002080000        10.9277660000         9.9106770000         8.7188950000         7.4919160000         6.8332840000         6.6287800000        10.0086300000        11.1533550000        11.1974440000         8.9671070000        10.0285200000        11.1722720000         8.9669690000
        0.3522820391         0.3522773095         3.5442226257         4.9188757267        -1.8023399834        13.3329010000        12.2713760000        10.8995640000         9.8846350000         8.6973150000         7.4735840000         6.8146330000         6.6103670000         9.9846590000        11.1251720000        11.1692840000         8.9449260000        10.0045550000        11.1440560000         8.9448330000
        0.3556795813         0.3556747440         3.5448710223         4.9153242704        -1.7920412777        13.2978380000        12.2354150000        10.8643170000         9.8518930000         8.6697830000         7.4497810000         6.7903900000         6.5864000000         9.9543250000        11.0899520000        11.1340920000         8.9166780000         9.9742260000        11.1087990000         8.9166390000
        0.3590589205         0.3590539720         3.5455219452         4.9116706855        -1.7816541670        13.2626610000        12.1992550000        10.8288170000         9.8188860000         8.6420450000         7.4257840000         6.7659400000         6.5622200000         9.9237440000        11.0544810000        11.0986500000         8.8882060000         9.9436520000        11.0732890000         8.8882210000
        0.3615186344         0.3615135985         3.5460165352         4.9086904335        -1.7737288751        13.2359940000        12.1716560000        10.8016000000         9.7935730000         8.6208790000         7.4075130000         6.7473070000         6.5437840000         9.9003430000        11.0272880000        11.0714840000         8.8664500000         9.9202550000        11.0460680000         8.8665100000
        0.3634151006         0.3634099938         3.5464213002         4.9064785466        -1.7676413367        13.2152650000        12.1500020000        10.7801420000         9.7736850000         8.6045210000         7.3935950000         6.7331040000         6.5297350000         9.8820860000        11.0058520000        11.0500710000         8.8495860000         9.9020030000        11.0246070000         8.8496830000
        0.3652799156         0.3652747416         3.5468285018         4.9046074388        -1.7619227666        13.1954800000        12.1292230000        10.7595020000         9.7546190000         8.5890590000         7.3806180000         6.7198630000         6.5166440000         9.8646860000        10.9852330000        11.0294760000         8.8336030000         9.8846070000        11.0039630000         8.8337380000
        0.3670888233         0.3670835877         3.5472279445         4.9030140860        -1.7565817794        13.1767880000        12.1095260000        10.7399120000         9.7365600000         8.5745600000         7.3685670000         6.7075700000         6.5044920000         9.8482720000        10.9656620000        11.0099310000         8.8185850000         9.8681970000        10.9843680000         8.8187590000
        0.3688548719         0.3688495805         3.5476257500         4.9016332538        -1.7515113529        13.1588330000        12.0905340000        10.7209950000         9.7191580000         8.5607360000         7.3571950000         6.6959690000         6.4930280000         9.8325210000        10.9467630000        10.9910560000         8.8042350000         9.8524510000        10.9654450000         8.8044470000
        0.3708141342         0.3708087861         3.5480991253         4.9004021900        -1.7460755963        13.1389750000        12.0695070000        10.7000790000         9.7000130000         8.5457910000         7.3451390000         6.6836670000         6.4808880000         9.8153080000        10.9258660000        10.9701890000         8.7886690000         9.8352430000        10.9445190000         8.7889260000
        0.3729873114         0.3729819017         3.5485992514         4.8993554338        -1.7405115422        13.1184010000        12.0479370000        10.6787810000         9.6805200000         8.5305120000         7.3327880000         6.6710710000         6.4684700000         9.7977340000        10.9045830000        10.9489340000         8.7727610000         9.8176750000        10.9232060000         8.7730650000
        0.3750617050         0.3750562393         3.5490596111         4.8982536751        -1.7351697749        13.0989690000        12.0275660000        10.6586450000         9.6620350000         8.5159170000         7.3208780000         6.6589240000         6.4564860000         9.7810160000        10.8844620000        10.9288380000         8.7575790000         9.8009610000        10.9030580000         8.7579260000
        0.3772267171         0.3772211967         3.5495352575         4.8970574694        -1.7295748556        13.0787480000        12.0063630000        10.6376780000         9.6427600000         8.5006610000         7.3083830000         6.6461790000         6.4439100000         9.7635610000        10.8635120000        10.9079120000         8.7417120000         9.7835100000        10.8820780000         8.7421030000
        0.3795033031         0.3794977285         3.5500311881         4.8957421348        -1.7236643044        13.0575290000        11.9840970000        10.6156440000         9.6224790000         8.4845790000         7.2951710000         6.6327000000         6.4306050000         9.7451770000        10.8414960000        10.8859240000         8.7249850000         9.7651300000        10.8600320000         8.7254230000
        0.3829772253         0.3829715617         3.5507658910         4.8934539957        -1.7145350302        13.0252480000        11.9502920000        10.5822150000         9.5916130000         8.4598790000         7.2746600000         6.6117630000         6.4099300000         9.7170790000        10.8080930000        10.8525610000         8.6993260000         9.7370400000        10.8265840000         8.6998330000
        0.3905649125         0.3905590248         3.5523445986         4.8882987309        -1.6945711560        12.9553720000        11.8771200000        10.5098380000         9.5246300000         8.4060730000         7.2297240000         6.5658680000         6.3646070000         9.6559680000        10.7357720000        10.7803250000         8.6434270000         9.6759420000        10.7541660000         8.6440870000
        0.4024449669         0.4024387013         3.5547387127         4.8793480958        -1.6630468947        12.8472060000        11.7637100000        10.3974910000         9.4202430000         8.3216690000         7.1585250000         6.4930500000         6.2926900000         9.5603820000        10.6235190000        10.6682050000         8.5557470000         9.5803780000        10.6417650000         8.5566430000
        0.4171757730         0.4171689538         3.5577322858         4.8665321785        -1.6232228600        12.7125780000        11.6221450000        10.2572570000         9.2895900000         8.2156780000         7.0685010000         6.4006740000         6.2015680000         9.4404070000        10.4834040000        10.5282560000         8.4455620000         9.4604290000        10.5014660000         8.4467600000
        0.4318053156         0.4317979139         3.5607097036         4.8537520252        -1.5836100484        12.5804500000        11.4822080000        10.1184540000         9.1600390000         8.1106490000         6.9790300000         6.3086440000         6.1109430000         9.3213140000        10.3447190000        10.3897410000         8.3362260000         9.3413640000        10.3625990000         8.3377290000
        0.4467665504         0.4467585161         3.5637530463         4.8406300955        -1.5430536245        12.4449490000        11.3397560000         9.9771630000         9.0279970000         8.0035130000         6.8874350000         6.2141900000         6.0181530000         9.1997230000        10.2035430000        10.2487390000         8.2245940000         9.2198020000        10.2212420000         8.2264160000
        0.4591813663         0.4591727164         3.5664883187         4.8289260441        -1.5085756294        12.3298300000        11.2171990000         9.8558350000         8.9148600000         7.9124670000         6.8100080000         6.1339930000         5.9396950000         9.0957010000        10.0823110000        10.1276640000         8.1294730000         9.1158080000        10.0998540000         8.1315800000
        0.4703860249         0.4703767548         3.5690898453         4.8179503123        -1.4769497500        12.2231450000        11.1039060000         9.7440240000         8.8107850000         7.8290380000         6.7392080000         6.0603930000         5.8680020000         9.0000010000         9.9705810000        10.0160770000         8.0421720000         9.0201350000         9.9879840000         8.0445510000
        0.4811558552         0.4811459532         3.5716104550         4.8073694841        -1.4464665795        12.1201810000        10.9947830000         9.6367680000         8.7110220000         7.7488250000         6.6708990000         5.9892160000         5.7989400000         8.9080220000         9.8633930000         9.9090200000         7.9582450000         8.9281840000         9.8806680000         7.9608820000
        0.4921048385         0.4920942523         3.5741841367         4.7965446782        -1.4153940154        12.0149600000        10.8836750000         9.5281480000         8.6100960000         7.6672780000         6.6011300000         5.9163580000         5.7285470000         8.8146470000         9.7548290000         9.8005830000         7.8729750000         8.8348400000         9.7719840000         7.8758700000
        0.5030956004         0.5030842792         3.5768192871         4.7856205581        -1.3840297926        11.9088070000        10.7715570000         9.4189980000         8.5086970000         7.5852490000         6.5307220000         5.8424880000         5.6575450000         8.7206110000         9.6457290000         9.6916050000         7.7871220000         8.7408360000         9.6627680000         7.7902790000
        0.5141834334         0.5141712377         3.5799218210         4.7743864737        -1.3512082137        11.7950830000        10.6507020000         9.3019730000         8.4004720000         7.4993710000         6.4580040000         5.7654100000         5.5842140000         8.6206400000         9.5287490000         9.5747630000         7.6966530000         8.6409040000         9.5456600000         7.7001210000
        0.5250281136         0.5250150111         3.5829783962         4.7633798062        -1.3190173420        11.6842350000        10.5327430000         9.1881910000         8.2951340000         7.4156020000         6.3866470000         5.6894250000         5.5122830000         8.5230150000         9.4149990000         9.4611460000         7.6082900000         8.5433200000         9.4317940000         7.6120680000
        0.5359153651         0.5359012978         3.5860669102         4.7522861896        -1.2866025545        11.5728840000        10.4143580000         9.0745070000         8.1898490000         7.3316360000         6.3147190000         5.6126530000         5.4398960000         8.4250990000         9.3013310000         9.3476050000         7.5196520000         8.4454460000         9.3180160000         7.5237420000
        0.5463224265         0.5463073857         3.5890321395         4.7416439011        -1.2555411879        11.4660250000        10.3011130000         8.9662940000         8.0896700000         7.2514630000         6.2456940000         5.5389840000         5.3706360000         8.3315960000         9.1931140000         9.2395030000         7.4350010000         8.3519840000         9.2097030000         7.4393900000
        0.5563937290         0.5563776515         3.5921066515         4.7315498915        -1.2251504122        11.3589940000        10.1882280000         8.8592190000         7.9909750000         7.1730140000         6.1785120000         5.4673180000         5.3036340000         8.2394110000         9.0860120000         9.1325070000         7.3519560000         8.2598450000         9.1025100000         7.3566510000
        0.5656618578         0.5656447225         3.5951893643         4.7225358056        -1.1968022914        11.2556390000        10.0801070000         8.7575800000         7.8978830000         7.0996940000         6.1162870000         5.4011640000         5.2421540000         8.1524310000         8.9843210000         9.0309090000         7.2741180000         8.1729130000         9.0007370000         7.2791130000
        0.5747259712         0.5747077415         3.5982351222         4.7137283162        -1.1689760487        11.1523250000         9.9733260000         8.6578900000         7.8068900000         7.0277070000         6.0550890000         5.3367050000         5.1822550000         8.0670680000         8.8845560000         8.9312210000         7.1977930000         8.0876010000         8.9009020000         7.2030750000
        0.5834894402         0.5834700925         3.6012348058         4.7052827232        -1.1419546951        11.0493870000         9.8684900000         8.5607370000         7.7186370000         6.9576530000         5.9955950000         5.2748260000         5.1247140000         7.9839740000         8.7873080000         8.8340320000         7.1236240000         8.0045600000         8.8035940000         7.1291810000
        0.5922424741         0.5922219525         3.6042435840         4.6968229858        -1.1148906766        10.9441390000         9.7627330000         8.4634510000         7.6306270000         6.8873840000         5.9357970000         5.2134550000         5.0675520000         7.9007380000         8.6899030000         8.7366710000         7.0493730000         7.9213810000         8.7061390000         7.0551960000
        0.6005128527         0.6004911669         3.6071015134         4.6888104547        -1.0892414258        10.8432560000         9.6620170000         8.3715690000         7.5477220000         6.8208680000         5.8788770000         5.1554910000         5.0136170000         7.8219520000         8.5978760000         8.6446790000         6.9791230000         7.8426550000         8.6140750000         6.9851950000
        0.6088493783         0.6088264133         3.6106914658         4.6827895582        -1.0631321990        10.7294880000         9.5502070000         8.2718110000         7.4593730000         6.7523860000         5.8223190000         5.0988760000         4.9619240000         7.7382150000         8.4978900000         8.5447210000         6.9060520000         7.7589950000         8.5140580000         6.9124290000
        0.6168351080         0.6168108456         3.6143205796         4.6775351152        -1.0380074673        10.6153410000         9.4399470000         8.1746730000         7.3739990000         6.6862850000         5.7680830000         5.0455410000         4.9134780000         7.6569020000         8.4005010000         8.4473360000         6.8354840000         7.6777640000         8.4166490000         6.8421580000
        0.6245907282         0.6245651418         3.6178827523         4.6724766222        -1.0135132077        10.5012030000         9.3318620000         8.0802290000         7.2913550000         6.6219120000         5.7151480000         4.9944230000         4.8670340000         7.5776910000         8.3058070000         8.3526200000         6.7667800000         7.5986350000         8.3219440000         6.7737370000
        0.6325678305         0.6325408114         3.6215727993         4.6672793663        -0.9882238713        10.3802130000         9.2199540000         7.9830680000         7.2066910000         6.5552880000         5.6605170000         4.9427230000         4.8199870000         7.4960370000         8.2084030000         8.2551600000         6.6959590000         7.5170660000         8.2245360000         6.7031960000
        0.6403075113         0.6402790368         3.6251698051         4.6622243453        -0.9636076173        10.2591460000         9.1109430000         7.8888640000         7.1249390000         6.4903180000         5.6074560000         4.8936160000         4.7751780000         7.4167190000         8.1139940000         8.1606580000         6.6271320000         7.4378290000         8.1301270000         6.6346270000
        0.6480279026         0.6479978978         3.6287778312         4.6571719021        -0.9389633248        10.1343500000         9.0018620000         7.7948820000         7.0437170000         6.4251150000         5.5545620000         4.8458360000         4.7314230000         7.3374720000         8.0198580000         8.0663830000         6.5583230000         7.3586610000         8.0359920000         6.5660600000
        0.6561419266         0.6561102221         3.6325929288         4.6518466335        -0.9129552273         9.9974480000         8.8862600000         7.6959630000         6.9587450000         6.3560310000         5.4988270000         4.7970020000         4.6865630000         7.2539100000         7.9208380000         7.9671680000         6.4857330000         7.2751810000         7.9369770000         6.4937060000
        0.6640432583         0.6640098178         3.6363285150         4.6466463836        -0.8875323622         9.8587300000         8.7727120000         7.5996010000         6.8764500000         6.2882720000         5.4443360000         4.7507020000         4.6439230000         7.1723160000         7.8244270000         7.8705220000         6.4148180000         7.1936690000         7.8405810000         6.4230060000
        0.6716787384         0.6716435416         3.6399590123         4.6416132691        -0.8628767252         9.7207950000         8.6624640000         7.5065850000         6.7973890000         6.2224290000         5.3915530000         4.7069880000         4.6035660000         7.0933630000         7.7313980000         7.7772260000         6.3461540000         7.1147960000         7.7475720000         6.3545350000
        0.6792258329         0.6791888250         3.6435675215         4.6366931157        -0.8385167429         9.5821650000         8.5536350000         7.4151320000         6.7200300000         6.1573310000         5.3395650000         4.6648460000         4.5645860000         7.0155690000         7.6399490000         7.6854780000         6.2784690000         7.0370770000         7.6561460000         6.2870280000
