#     initial_mass           star_mass            log_Teff               log_g                log_L              Bessell_U            Bessell_B            Bessell_V            Bessell_R            Bessell_I             2MASS_J              2MASS_H             2MASS_Ks            Gaia_G_MAW          Gaia_BP_MAWb         Gaia_BP_MAWf          Gaia_RP_MAW          Gaia_G_EDR3         Gaia_BP_EDR3         Gaia_RP_EDR3     
        0.1417527997         0.1417522608         3.4876499543         5.1360625669        -2.6467469471        16.7565780000        15.6143130000        14.1185800000        12.7639200000        11.0646870000         9.4171610000         8.7547450000         8.5351220000        12.5832950000        14.3388460000        14.3817020000        11.3472010000        12.6026840000        14.3621440000        11.3439190000
        0.1464859540         0.1464853819         3.4907436829         5.1253104731        -2.6074623677        16.5561010000        15.4246060000        13.9366490000        12.6108990000        10.9463160000         9.3302500000         8.6695110000         8.4503410000        12.4521510000        14.1575400000        14.2004600000        11.2284450000        12.4715810000        14.1805310000        11.2252430000
        0.1518975873         0.1518969768         3.4939897619         5.1138314503        -2.5652906558        16.3467100000        15.2258550000        13.7454630000        12.4487920000        10.8206500000         9.2365270000         8.5774560000         8.3587190000        12.3126480000        13.9669650000        14.0099580000        11.1019850000        12.3321150000        13.9896260000        11.0988950000
        0.1650130873         0.1650124013         3.4977879655         5.0970217053        -2.5002432323        16.0637090000        14.9557670000        13.4848880000        12.2210200000        10.6353290000         9.0873090000         8.4303170000         8.2120570000        12.1106790000        13.7071220000        13.7501950000        10.9152970000        12.1301840000        13.7293820000        10.9123700000
        0.1777016023         0.1777008390         3.5014608028         5.0807268973        -2.4372884008        15.7944910000        14.6980890000        13.2362630000        12.0024230000        10.4565690000         8.9422330000         8.2871220000         8.0691030000        11.9158610000        13.4591610000        13.5023100000        10.7349970000        11.9354040000        13.4810460000        10.7322390000
        0.1909440799         0.1909432322         3.5051730249         5.0640131235        -2.3726636652        15.5241830000        14.4386440000        12.9863690000        11.7812840000        10.2737850000         8.7923890000         8.1389870000         7.9220060000        11.7172240000        13.2099150000        13.2531380000        10.5506020000        11.7368070000        13.2314420000        10.5480120000
        0.2016159801         0.2016150634         3.5080191683         5.0517968285        -2.3241046309        15.3236830000        14.2455220000        12.8006670000        11.6161960000        10.1366560000         8.6795070000         8.0271690000         7.8108370000        11.5682330000        13.0246680000        13.0679420000        10.4121760000        11.5878470000        13.0459380000        10.4097160000
        0.2084293664         0.2084284070         3.5097094041         5.0454619199        -2.2970908110        15.2118470000        14.1373440000        12.6966690000        11.5236470000        10.0601920000         8.6168810000         7.9650310000         7.7490260000        11.4847980000        12.9208970000        12.9642050000        10.3348730000        11.5044300000        12.9420230000        10.3324940000
        0.2149460582         0.2149450564         3.5113217295         5.0394040572        -2.2713288161        15.1064470000        14.0352280000        12.5985150000        11.4359620000         9.9875570000         8.5570760000         7.9056310000         7.6900250000        11.4055330000        12.8229430000        12.8662820000        10.2613780000        11.4251790000        12.8439350000        10.2590830000
        0.2210537761         0.2210527341         3.5128013149         5.0341158389        -2.2483040450        15.0125680000        13.9440570000        12.5108970000        11.3575480000         9.9226880000         8.5036730000         7.8525330000         7.6373050000        11.3346090000        12.7354910000        12.7788580000        10.1956780000        11.3542710000        12.7563630000        10.1934600000
        0.2270335013         0.2270324184         3.5142541394         5.0289016517        -2.2257216161        14.9214250000        13.8554090000        12.4257140000        11.2810670000         9.8592830000         8.4512510000         7.8003650000         7.5855170000        11.2652790000        12.6504560000        12.6938530000        10.1314150000        11.2849530000        12.6712110000        10.1292770000
        0.2326615829         0.2326604603         3.5156218991         5.0239518135        -2.2044248257        14.8363730000        13.7725590000        12.3461050000        11.2093640000         9.7996990000         8.4017680000         7.7510830000         7.5365990000        11.2001300000        12.5709760000        12.6143990000        10.0709860000        11.2198160000        12.5916240000        10.0689260000
        0.2385734778         0.2385723120         3.5170593566         5.0186823011        -2.1819862871        14.7477020000        13.6860540000        12.2629810000        11.1342660000         9.7371440000         8.3495870000         7.6990710000         7.4849780000        11.1317420000        12.4879800000        12.5314290000        10.0075030000        11.1514400000        12.5085150000        10.0055270000
        0.2445578312         0.2445566201         3.5185152733         5.0132853461        -2.1592048572        14.6586370000        13.5990230000        12.1793440000        11.0584700000         9.6738580000         8.2965710000         7.6461830000         7.4324930000        11.0625630000        12.4044570000        12.4479360000         9.9432390000        11.0822730000        12.4248820000         9.9413530000
