#     initial_mass           star_mass            log_Teff               log_g                log_L              Bessell_U            Bessell_B            Bessell_V            Bessell_R            Bessell_I             2MASS_J              2MASS_H             2MASS_Ks            Gaia_G_MAW          Gaia_BP_MAWb         Gaia_BP_MAWf          Gaia_RP_MAW          Gaia_G_EDR3         Gaia_BP_EDR3         Gaia_RP_EDR3     
        0.1205686164         0.1205681399         3.4734788970         5.1859343455        -2.8267894944        17.7207700000        16.5224480000        14.9734480000        13.4713610000        11.6242260000         9.8193250000         9.1454970000         8.9223500000        13.1917210000        15.1902730000        15.2330110000        11.9017420000        13.2108200000        15.2147870000        11.8986170000
        0.1248287274         0.1248282204         3.4764618553         5.1757202907        -2.7896402876        17.5135310000        16.3281900000        14.7924840000        13.3234120000        11.5053710000         9.7350510000         9.0646880000         8.8425690000        13.0641190000        15.0100510000        15.0527860000        11.7849280000        13.0832940000        15.0343490000        11.7816910000
        0.1291341896         0.1291336502         3.4792698996         5.1657458823        -2.7536800277        17.3188290000        16.1454830000        14.6212930000        13.1823370000        11.3925840000         9.6544380000         8.9865120000         8.7651950000        12.9424080000        14.8395970000        14.8823430000        11.6736500000        12.9616490000        14.8636690000        11.6703410000
        0.1332514545         0.1332508824         3.4821542062         5.1558755313        -2.7177722134        17.1249710000        15.9628610000        14.4492920000        13.0402560000        11.2807690000         9.5747390000         8.9088940000         8.6882680000        12.8205630000        14.6683050000        14.7110800000        11.5628190000        12.8398630000        14.6921280000        11.5594820000
        0.1376057709         0.1376051620         3.4845546888         5.1465255287        -2.6847702823        16.9570430000        15.8039930000        14.2991350000        12.9144060000        11.1809960000         9.5009480000         8.8367330000         8.6165750000        12.7117880000        14.5187310000        14.5615340000        11.4634380000        12.7311290000        14.5423260000        11.4601110000
        0.1421153152         0.1421146669         3.4876492849         5.1358895872        -2.6460274900        16.7546270000        15.6124590000        14.1167680000        12.7621260000        11.0629030000         9.4153720000         8.7529680000         8.5333410000        12.5815050000        14.3370370000        14.3798930000        11.3454130000        12.6008940000        14.3603340000        11.3421320000
        0.1473319090         0.1473312163         3.4906562303         5.1251404456        -2.6064724662        16.5560040000        15.4244790000        13.9364260000        12.6099410000        10.9444230000         9.3274830000         8.6667330000         8.4475440000        12.4506000000        14.1573110000        14.2002280000        11.2265580000        12.4700280000        14.1803070000        11.2233530000
        0.1544152974         0.1544145469         3.4939311580         5.1127055078        -2.5601097663        16.3343090000        15.2139820000        13.7337790000        12.4367720000        10.8081070000         9.2234250000         8.5644190000         8.3456550000        12.3002840000        13.9553000000        13.9982870000        11.0894300000        12.3197500000        13.9779600000        11.0863410000
        0.1622373430         0.1622365272         3.4973121875         5.0995940985        -2.5110640250        16.1060160000        14.9962740000        13.5241130000        12.2561740000        10.6651740000         9.1127000000         8.4554220000         8.2370970000        12.1426400000        13.7462480000        13.7893120000        10.9453390000        12.1621420000        13.7685600000        10.9423890000
        0.1754458523         0.1754449378         3.5009563894         5.0829407772        -2.4469902715        15.8338180000        14.7358990000        13.2728260000        12.0349620000        10.4837340000         8.9648390000         8.3094810000         8.0914370000        11.9452150000        13.4956350000        13.5387740000        10.7623800000        11.9647520000        13.5175700000        10.7595980000
