#     initial_mass           star_mass            log_Teff               log_g                log_L              Bessell_U            Bessell_B            Bessell_V            Bessell_R            Bessell_I             2MASS_J              2MASS_H             2MASS_Ks            Gaia_G_MAW          Gaia_BP_MAWb         Gaia_BP_MAWf          Gaia_RP_MAW          Gaia_G_EDR3         Gaia_BP_EDR3         Gaia_RP_EDR3     
        0.1863175731         0.1863159643         3.5038985474         5.0672730059        -2.3940167940        15.6121890000        14.5242080000        13.0691170000        11.8546270000        10.3344490000         8.8418750000         8.1880800000         7.9706910000        11.7831320000        13.2924920000        13.3356820000        10.6117620000        11.8026980000        13.3141250000        10.6091200000
        0.1967106506         0.1967088903         3.5067409350         5.0534966784        -2.3434848966        15.4039000000        14.3242580000        12.8768660000        11.6837460000        10.1920920000         8.7242170000         8.0716620000         7.8550940000        11.6287950000        13.1007450000        13.1439850000        10.4681430000        11.6483920000        13.1221100000        10.4656290000
        0.2041798653         0.2041779965         3.5086908187         5.0446446068        -2.3102862693        15.2674920000        14.1929010000        12.7506470000        11.5712860000        10.0985550000         8.6469640000         7.9951050000         7.7788000000        11.5271280000        12.9748310000        13.0181050000        10.3736590000        11.5467460000        12.9960210000        10.3712390000
        0.2117704395         0.2117684541         3.5106707135         5.0355284913        -2.2764531987        15.1305440000        14.0607940000        12.6237300000        11.4576600000        10.0036950000         8.5680790000         7.9168370000         7.7009970000        11.4240440000        12.8482000000        12.8915080000        10.2777530000        11.4436820000        12.8692150000        10.2754340000
        0.2174739774         0.2174719211         3.5120708914         5.0298891619        -2.2542730741        15.0398930000        13.9730010000        12.5394130000        11.3822530000         9.9412290000         8.5165820000         7.8656720000         7.6501810000        11.3558240000        12.7640540000        12.8073880000        10.2145130000        11.3754750000        12.7849520000        10.2122680000
        0.2230327496         0.2230306068         3.5134402010         5.0240652720        -2.2321980041        14.9509660000        13.8868280000        12.4566700000        11.3079440000         9.8793870000         8.4652130000         7.8146000000         7.5994540000        11.2883620000        12.6814710000        12.7248300000        10.1518730000        11.3080240000        12.7022550000        10.1497020000
        0.2285965557         0.2285943228         3.5148113900         5.0181549569        -2.2100192326        14.8625830000        13.8010640000        12.3743210000        11.2337520000         9.8174780000         8.4135490000         7.7631910000         7.5483980000        11.2208420000        12.5992720000        12.6426540000        10.0891280000        11.2405180000        12.6199440000        10.0870350000
        0.2342730402         0.2342707205         3.5162024516         5.0122684902        -2.1877480292        14.7744880000        13.7153980000        12.2920610000        11.1594650000         9.7554450000         8.3616720000         7.7115190000         7.4970950000        11.1531440000        12.5171490000        12.5605570000        10.0262140000        11.1728300000        12.5377090000        10.0242020000
        0.2398076311         0.2398052139         3.5175679625         5.0062287417        -2.1655191585        14.6877990000        13.6310110000        12.2110230000        11.0860030000         9.6938340000         8.3098010000         7.6598170000         7.4457600000        11.0859810000        12.4362390000        12.4796710000         9.9636990000        11.1056790000        12.4566900000         9.9617700000
        0.2450889329         0.2450864188         3.5188718944         5.0003790412        -2.1442175718        14.6055810000        13.5508500000        12.1340330000        11.0160100000         9.6349890000         8.2600560000         7.6101960000         7.3964960000        11.0218540000        12.3593620000        12.4028160000         9.9039640000        11.0415610000        12.3797100000         9.9021150000
        0.2512996548         0.2512970294         3.5203875921         4.9942424907        -2.1210394253        14.5176330000        13.4641190000        12.0508460000        10.9401210000         9.5710140000         8.2060160000         7.5559380000         7.3427600000        10.9521620000        12.2762060000        12.3196820000         9.8390250000        10.9718790000        12.2964580000         9.8372640000
        0.2576949375         0.2576921965         3.5219398973         4.9882548183        -2.0980697122        14.4305800000        13.3780020000        11.9682450000        10.8647130000         9.5076300000         8.1525820000         7.5022080000         7.2895750000        10.8829360000        12.1936250000        12.2371240000         9.7746180000        10.9026650000        12.2137830000         9.7729480000
        0.2639293794         0.2639265217         3.5234513022         4.9824700887        -2.0758787839        14.3470540000        13.2951980000        11.8887860000        10.7920390000         9.4465430000         8.1009940000         7.4502760000         7.2381780000        10.8161560000        12.1141840000        12.1577080000         9.7124940000        10.8358950000        12.1342510000         9.7109150000
        0.2703335843         0.2703306058         3.5249955392         4.9768685195        -2.0539584971        14.2644120000        13.2130460000        11.8099270000        10.7199130000         9.3861760000         8.0501820000         7.3990660000         7.1875160000        10.7499490000        12.0353380000        12.0788900000         9.6510250000        10.7696990000        12.0553130000         9.6495430000
        0.2782591015         0.2782555476         3.5270750645         4.9695611507        -2.0260661231        14.1583200000        13.1073110000        11.7084830000        10.6272450000         9.3092130000         7.9858430000         7.3341200000         7.1233140000        10.6650940000        11.9339080000        11.9774990000         9.5725140000        10.6848580000        11.9537590000         9.5711650000
        0.2847945294         0.2847908424         3.5286510993         4.9638845651        -2.0037358194        14.0756970000        13.0247590000        11.6290890000        10.5543170000         9.2481010000         7.9341260000         7.2818820000         7.0716460000        10.5979760000        11.8545240000        11.8981480000         9.5101800000        10.6177490000        11.8742840000         9.5089360000
        0.2910362818         0.2910324623         3.5301555604         4.9584348051        -1.9823837024        13.9972990000        12.9462620000        11.5535260000        10.4847950000         9.1898160000         7.8846920000         7.2319050000         7.0222160000        10.5339260000        11.7789690000        11.8226260000         9.4506890000        10.5537100000        11.7986430000         9.4495460000
        0.2975451956         0.2975410112         3.5318265735         4.9526219875        -1.9597955771        13.9136730000        12.8623090000        11.4726990000        10.4105490000         9.1280300000         7.8326350000         7.1792080000         6.9701320000        10.4656990000        11.6981520000        11.7418480000         9.3875200000        10.4854950000        11.7177310000         9.3864920000
        0.3029305834         0.3029262785         3.5332060359         4.9484411575        -1.9420987760        13.8475340000        12.7956260000        11.4084130000        10.3516210000         9.0794600000         7.7920860000         7.1381140000         6.9295450000        10.4117450000        11.6338720000        11.6776070000         9.3377660000        10.4315500000        11.6533740000         9.3368350000
        0.3076132612         0.3076088466         3.5343821317         4.9447347669        -1.9267083493        13.7906380000        12.7381900000        11.3529800000        10.3007060000         9.0373670000         7.7567740000         7.1023130000         6.8941810000        10.3650390000        11.5784460000        11.6222120000         9.2946400000        10.3848530000        11.5978810000         9.2937930000
        0.3099332135         0.3099287283         3.5349816682         4.9429957909        -1.9191793337        13.7625310000        12.7097490000        11.3255170000        10.2755340000         9.0167130000         7.7395790000         7.0848660000         6.8769580000        10.3420160000        11.5509870000        11.5947700000         9.2734480000        10.3618350000        11.5703890000         9.2726450000
        0.3121916259         0.3121870738         3.5355483476         4.9414126343        -1.9121432275        13.7362230000        12.6830930000        11.2997640000        10.2519390000         8.9973990000         7.7235320000         7.0685800000         6.8608840000        10.3204550000        11.5252380000        11.5690380000         9.2536200000        10.3402770000        11.5446090000         9.2528590000
        0.3136367552         0.3136321553         3.5359338962         4.9403762857        -1.9075440645        13.7188250000        12.6654420000        11.2827120000        10.2363520000         8.9847320000         7.7130880000         7.0579720000         6.8504210000        10.3062520000        11.5081880000        11.5520010000         9.2406010000        10.3260770000        11.5275380000         9.2398670000
        0.3146580901         0.3146534518         3.5361828855         4.9397284935        -1.9044921077        13.7073990000        12.6538450000        11.2714980000        10.2260830000         8.9763500000         7.7061400000         7.0509200000         6.8434620000        10.2968760000        11.4969770000        11.5407970000         9.2319890000        10.3167030000        11.5163130000         9.2312740000
        0.3156588147         0.3156541442         3.5364324761         4.9390529228        -1.9014383756        13.6959620000        12.6422360000        11.2602730000        10.2158030000         8.9679630000         7.6991900000         7.0438620000         6.8364990000        10.2874910000        11.4857540000        11.5295810000         9.2233710000        10.3073210000        11.5050750000         9.2226740000
        0.3166586887         0.3166539924         3.5366649832         4.9383578698        -1.8984346581        13.6849140000        12.6310330000        11.2494340000        10.2058440000         8.9597600000         7.6923180000         7.0368860000         6.8296120000        10.2783610000        11.4749170000        11.5187520000         9.2149520000        10.2981920000        11.4942260000         9.2142730000
        0.3177072241         0.3177025057         3.5369272372         4.9376665289        -1.8952485617        13.6729720000        12.6189020000        11.2377000000        10.1951010000         8.9510080000         7.6850750000         7.0295300000         6.8223550000        10.2685590000        11.4631840000        11.5070280000         9.2059560000        10.2883910000        11.4824780000         9.2052970000
        0.3187318344         0.3187271013         3.5371712374         4.9369435011        -1.8921367706        13.6614950000        12.6072560000        11.2264290000        10.1847520000         8.9425050000         7.6779670000         7.0223120000         6.8152300000        10.2590790000        11.4519170000        11.4957680000         9.1972250000        10.2789130000        11.4711960000         9.1965830000
        0.3197931314         0.3197888807         3.5373513164         4.9374816760        -1.8904447028        13.6546630000        12.6000930000        11.2193790000        10.1783960000         8.9376590000         7.6742640000         7.0185750000         6.8115540000        10.2534510000        11.4448660000        11.4887260000         9.1921950000        10.2732880000        11.4641360000         9.1915670000
        0.3221927851         0.3221884896         3.5378989166         4.9358443788        -1.8833855506        13.6287460000        12.5737770000        11.1938930000        10.1549760000         8.9183920000         7.6581290000         7.0021890000         6.7953800000        10.2319850000        11.4193860000        11.4632630000         9.1724110000        10.2518250000        11.4386250000         9.1718240000
        0.3251351285         0.3251307727         3.5385764121         4.9338179767        -1.8747026469        13.5968600000        12.5413720000        11.1624950000        10.1261300000         8.8946950000         7.6383010000         6.9820480000         6.7755020000        10.2055560000        11.3879950000        11.4318940000         9.1480660000        10.2254020000        11.4071970000         9.1475310000
        0.3286316884         0.3286274581         3.5393227187         4.9319389762        -1.8651976186        13.5619850000        12.5058110000        11.1279550000        10.0944090000         8.8687230000         7.6166350000         6.9600460000         6.7537900000        10.1765350000        11.3534650000        11.3973900000         9.1213660000        10.1963860000        11.3726260000         9.1208870000
        0.3330300566         0.3330257229         3.5402555316         4.9292887309        -1.8530621329        13.5177820000        12.4607830000        11.0842280000        10.0541950000         8.8356660000         7.5889190000         6.9318890000         6.7260030000        10.1396680000        11.3097520000        11.3537080000         9.0873900000        10.1595280000        11.3288590000         9.0869840000
