#     initial_mass           star_mass            log_Teff               log_g                log_L              Bessell_U            Bessell_B            Bessell_V            Bessell_R            Bessell_I             2MASS_J              2MASS_H             2MASS_Ks            Gaia_G_MAW          Gaia_BP_MAWb         Gaia_BP_MAWf          Gaia_RP_MAW          Gaia_G_EDR3         Gaia_BP_EDR3         Gaia_RP_EDR3     
        0.1238648716         0.1238643830         3.4757697120         5.1780080965        -2.7980911474        17.5607990000        16.3725410000        14.8338570000        13.3572350000        11.5323900000         9.7541310000         9.0830000000         8.8606570000        13.0932180000        15.0512480000        15.0939820000        11.8115030000        13.1123750000        15.0755980000        11.8082900000
        0.1281452973         0.1281447776         3.4787670195         5.1677461932        -2.7607651511        17.3553100000        16.1796570000        14.6535190000        13.2092030000        11.4142670000         9.6704170000         9.0020730000         8.7806260000        12.9657650000        14.8716880000        14.9144320000        11.6951080000        12.9849950000        14.8958030000        11.6918090000
        0.1324388943         0.1324383420         3.4813207871         5.1582138108        -2.7267917473        17.1767390000        16.0119150000        14.4953840000        13.0778790000        11.3095870000         9.5943800000         8.9280030000         8.7071820000        12.8523370000        14.7142090000        14.7569710000        11.5913960000        12.8716200000        14.7381020000        11.5880640000
        0.1365503335         0.1365497481         3.4842011710         5.1483577982        -2.6909344791        16.9853650000        15.8307510000        14.3245310000        12.9362000000        11.1988660000         9.5150320000         8.8505520000         8.6303370000        12.7310380000        14.5440320000        14.5868320000        11.4812820000        12.7503740000        14.5676640000        11.4779510000
        0.1409440532         0.1409434302         3.4869461216         5.1383838296        -2.6551664776        16.8012370000        15.6565110000        14.1589090000        12.7975230000        11.0904710000         9.4356440000         8.7728380000         8.5531000000        12.6119030000        14.3790280000        14.4218710000        11.3730100000        12.6312820000        14.4023940000        11.3697140000
        0.1456240061         0.1456233425         3.4900816515         5.1275494689        -2.6156433588        16.5980970000        15.4643780000        13.9748480000        12.6430200000        10.9710080000         9.3482950000         8.6872110000         8.4679480000        12.4796130000        14.1956110000        14.2385160000        11.2532520000        12.4990350000        14.2186660000        11.2500310000
        0.1520987247         0.1520980101         3.4931985714         5.1158710174        -2.5721801357        16.3882010000        15.2653060000        13.7832280000        12.4796920000        10.8427630000         9.2509570000         8.5915410000         8.3726900000        12.3381200000        14.0046020000        14.0475740000        11.1243060000        12.3575780000        14.0273380000        11.1211880000
        0.1623991751         0.1623983851         3.4967203499         5.1011223067        -2.5160750517        16.1360360000        15.0248930000        13.5515250000        12.2787000000        10.6812360000         9.1232060000         8.4656860000         8.2472710000        12.1612420000        13.7735740000        13.8166220000        10.9616040000        12.1807370000        13.7959420000        10.9586320000
        0.1729668750         0.1729660038         3.5002632375         5.0861423534        -2.4591296009        15.8851600000        14.7850460000        13.3202310000        12.0767680000        10.5180890000         8.9928950000         8.3371970000         8.1191140000        11.9825970000        13.5429140000        13.5860400000        10.7970350000        12.0021280000        13.5649200000        10.7942210000
        0.1862520728         0.1862511003         3.5039278250         5.0693649293        -2.3946578054        15.6149230000        14.5259610000        13.0704670000        11.8559420000        10.3358600000         8.8435330000         8.1896040000         7.9722470000        11.7845380000        13.2938020000        13.3370000000        10.6132080000        11.8041070000        13.3154450000        10.6105620000
        0.1959330227         0.1959319757         3.5065045291         5.0581953221        -2.3506127216        15.4314580000        14.3494980000        12.9007240000        11.7054820000        10.2111890000         8.7412870000         8.0884130000         7.8718440000        11.6490670000        13.1244920000        13.1677380000        10.4874210000        11.6686650000        13.1458980000        10.4848900000
        0.2042240805         0.2042229681         3.5086632071         5.0491156452        -2.3143138166        15.2819400000        14.2053200000        12.7621150000        11.5820940000        10.1087430000         8.6569140000         8.0047860000         7.7885370000        11.5376470000        12.9862100000        13.0294960000        10.3839450000        11.5572680000        13.0074230000        10.3815160000
        0.2123422018         0.2123410233         3.5107408531         5.0405821940        -2.2798776419        15.1416350000        14.0696960000        12.6317570000        11.4655860000        10.0118680000         8.5768050000         7.9252770000         7.7095160000        11.4321820000        12.8561340000        12.8994590000        10.2859870000        11.4518230000        12.8771700000        10.2836620000
        0.2182823381         0.2182811122         3.5121823182         5.0352692622        -2.2573034342        15.0493050000        13.9801370000        12.5456980000        11.3886460000         9.9482230000         8.5244430000         7.8732390000         7.6578410000        11.3626270000        12.7702440000        12.8135970000        10.2215470000        11.3822820000        12.7911610000        10.2192980000
        0.2239688271         0.2239675543         3.5135633097         5.0301283421        -2.2356406578        14.9616320000        13.8949780000        12.4638780000        11.3152550000         9.8873640000         8.4741400000         7.8232050000         7.6081620000        11.2961220000        12.6885740000        12.7319530000        10.1598890000        11.3157890000        12.7093780000        10.1577150000
        0.2299254145         0.2299240906         3.5150114191         5.0246618970        -2.2128667781        14.8704570000        13.8062930000        12.3786750000        11.2385800000         9.8236220000         8.4212020000         7.7705080000         7.5558440000        11.2264730000        12.6035170000        12.6469230000        10.0952650000        11.2461530000        12.6242060000        10.0931730000
        0.2358240817         0.2358227053         3.5164483793         5.0191824915        -2.1902445334        14.7808240000        13.7189710000        12.2947830000        11.1628490000         9.7605210000         8.3685740000         7.7180740000         7.5037970000        11.1575280000        12.5197580000        12.5631920000        10.0312520000        11.1772200000        12.5403340000        10.0292430000
        0.2413758043         0.2413743767         3.5178012674         5.0139592114        -2.1688857004        14.6970960000        13.6372760000        12.2162900000        11.0917770000         9.7011570000         8.3188460000         7.6684910000         7.4545820000        11.0926780000        12.4413810000        12.4848400000         9.9709940000        11.1123810000        12.4618510000         9.9690670000
        0.2475402463         0.2475387614         3.5192963378         5.0083779568        -2.1459219245        14.6072300000        13.5493890000        12.1318630000        11.0152470000         9.6373610000         8.2654640000         7.6152120000         7.4017230000        11.0228440000        12.3570660000        12.4005550000         9.9061760000        11.0425590000        12.3774230000         9.9043400000
        0.2547745313         0.2547729808         3.5210347040         5.0024579621        -2.1208427207        14.5083500000        13.4523460000        12.0386810000        10.9308460000         9.5674960000         8.2074220000         7.5572080000         7.3442230000        10.9460010000        12.2639900000        12.3075140000         9.8350830000        10.9657280000        12.2842220000         9.8333570000
