wavelength_A,flux
3797.519,6.1618643
3798.3948,-1.2267697
3799.2686,-0.74605304
3800.1426,-0.977115
3801.0188,-1.905893
3801.8933,2.1265502
3802.77,7.3443666
3803.6448,8.071373
3804.522,5.868663
3805.3972,-0.4524087
3806.2727,6.4068003
3807.1504,-0.017575381
3808.0261,-5.0982337
3808.9043,-1.9779763
3809.7805,-0.14679532
3810.659,-0.5678666
3811.5356,2.3281446
3812.4126,0.047166195
3813.2917,-2.9596062
3814.169,3.2401931
3815.0483,6.7233596
3815.926,5.447597
3816.806,1.9891229
3817.684,2.7684417
3818.5623,0.8852183
3819.4429,-2.4656682
3820.3215,2.3609533
3821.2024,-5.753848
3822.0815,0.27465215
3822.963,4.310048
3823.8423,4.1313896
3824.724,0.21517219
3825.604,2.1707377
3826.4841,2.0786052
3827.3665,-1.0481707
3828.247,3.456315
3829.1296,2.7364793
3830.0107,0.8223453
3830.8938,3.4725542
3831.7751,4.4096413
3832.6567,1.8475798
3833.5405,2.544683
3834.4224,2.4798307
3835.3066,1.7719395
3836.1887,3.1425452
3837.0735,2.7355273
3837.956,0.46100026
3838.839,0.30155438
3839.7244,2.2149606
3840.6077,1.7351168
3841.4932,-1.8298234
3842.377,-1.2496395
3843.263,-0.755438
3844.1472,0.6088059
3845.0315,6.0325465
3845.9182,4.2531886
3846.803,5.7971196
3847.69,4.752909
3848.5752,1.7723818
3849.4626,-0.1272103
3850.3481,-2.0679173
3851.234,-2.0617986
3852.122,0.044187687
3853.0083,3.735765
3853.8967,4.6184015
3854.7832,-3.1318324
3855.672,3.7583208
3856.559,7.814457
3857.4463,3.1557665
3858.336,0.18563432
3859.2234,-0.658645
3860.1135,3.7083693
3861.0015,6.5998635
3861.8918,1.3793159
3862.7803,-0.059096485
3863.669,0.9107498
3864.5598,2.0805073
3865.4487,3.08511
3866.34,1.2472689
3867.2297,1.1438324
3868.1213,0.782526
3869.0112,1.1917177
3869.9014,0.84311765
3870.7937,-0.7657818
3871.684,3.302957
3872.577,3.1290908
3873.4678,2.788156
3874.361,0.002266834
3875.2524,-1.1287414
3876.1438,1.8075382
3877.0376,3.3063738
3877.9297,3.6968224
3878.824,2.6573873
3879.716,-2.5602548
3880.6108,-0.94771856
3881.5037,4.714118
3882.3965,-2.0059936
3883.2917,3.579793
3884.185,4.397513
3885.0808,1.4679034
3885.9746,1.5478117
3886.8706,3.0124898
3887.765,1.3515555
3888.6592,-1.1689262
3889.556,2.7718103
3890.4507,0.5124163
3891.348,6.01171
3892.2432,8.905435
3893.1406,-0.62907195
3894.0361,-1.997585
3894.934,2.7020729
3895.83,2.8509026
3896.7263,2.1658032
3897.625,0.98293036
3898.5217,-0.24534827
3899.4207,0.32457718
3900.3176,-0.411599
3901.217,3.5385337
3902.1145,4.921324
3903.0122,4.6767116
3903.9124,1.6766884
3904.8103,0.85811305
3905.7107,5.380357
3906.6094,1.0849444
3907.5103,2.9044363
3908.409,1.7865908
3909.308,4.6462803
3910.2097,-1.0450692
3911.1091,-1.5602586
3912.011,5.4736023
3912.9111,5.3520055
3913.8132,-2.7244425
3914.7136,-3.447206
3915.6143,1.0774058
3916.5173,4.3979588
3917.4182,-0.765204
3918.3215,1.6424886
3919.223,1.3737876
3920.1267,0.63222
3921.0286,2.933535
3921.9307,3.5296543
3922.835,0.9420357
3923.7373,2.588161
3924.642,6.7144866
3925.545,1.222049
3926.4502,0.8097866
