wavelength_A,flux
3804.522,10.693921
3805.3972,6.015922
3806.2727,2.4869912
3807.1504,-3.1320844
3808.0261,2.1667712
3808.9043,5.3833394
3809.7805,5.449774
3810.659,2.6457798
3811.5356,-2.699276
3812.4126,-0.9848233
3813.2917,4.032114
3814.169,3.5080318
3815.0483,5.604135
3815.926,8.175943
3816.806,7.218037
3817.684,12.697184
3818.5623,7.031602
3819.4429,-2.969792
3820.3215,1.2644575
3821.2024,2.2867
3822.0815,-3.5671008
3822.963,7.565333
3823.8423,5.4523625
3824.724,5.457794
3825.604,6.1605067
3826.4841,2.3035467
3827.3665,0.37814835
3828.247,0.5826044
3829.1296,0.26097468
3830.0107,4.218887
3830.8938,4.2180166
3831.7751,2.6565118
3832.6567,2.1018534
3833.5405,0.77359134
3834.4224,0.22044897
3835.3066,3.6603012
3836.1887,9.689632
3837.0735,13.523746
3837.956,10.610828
3838.839,1.9761521
3839.7244,-0.028136855
3840.6077,5.8844585
3841.4932,-0.18291615
3842.377,1.6063076
3843.263,2.398587
3844.1472,4.1463237
3845.0315,4.894378
3845.9182,4.768101
3846.803,5.467249
3847.69,1.349262
3848.5752,2.6012542
3849.4626,7.9881177
3850.3481,5.6347117
3851.234,11.390584
3852.122,3.0103467
3853.0083,-3.003015
3853.8967,-1.2716367
3854.7832,0.5145208
3855.672,2.154809
3856.559,2.5392294
3857.4463,2.48681
3858.336,4.7312417
3859.2234,8.039237
3860.1135,10.402018
3861.0015,7.9039574
3861.8918,3.4908319
3862.7803,1.0496165
3863.669,2.8167179
3864.5598,5.699576
3865.4487,3.0693696
3866.34,0.68168855
3867.2297,4.426024
3868.1213,4.3077927
3869.0112,1.1366031
3869.9014,0.39119107
3870.7937,-3.3505535
3871.684,-1.343664
3872.577,4.343396
3873.4678,1.465195
3874.361,1.168102
3875.2524,4.438995
3876.1438,0.3798485
3877.0376,-1.1090484
3877.9297,3.162178
3878.824,0.33010355
3879.716,-1.4715134
3880.6108,0.38188615
3881.5037,3.7172828
3882.3965,4.4398665
3883.2917,-0.8029838
3884.185,1.948438
3885.0808,1.2089891
3885.9746,5.0501013
3886.8706,3.842409
3887.765,2.9392538
3888.6592,1.5115347
3889.556,1.560738
3890.4507,4.413535
3891.348,5.5103393
3892.2432,3.712951
3893.1406,4.2614293
3894.0361,1.2663132
3894.934,5.084286
3895.83,3.0907342
3896.7263,3.2682498
3897.625,5.4388328
3898.5217,-0.23162802
3899.4207,-1.7735085
3900.3176,6.712188
3901.217,4.9514093
3902.1145,4.277638
3903.0122,5.195786
3903.9124,2.290939
3904.8103,2.5992112
3905.7107,1.3584169
3906.6094,5.877386
3907.5103,7.606165
3908.409,2.6557674
3909.308,-0.56995004
3910.2097,0.37792534
3911.1091,0.17873117
3912.011,2.4734201
3912.9111,4.1965146
3913.8132,0.8518241
3914.7136,2.5249174
3915.6143,6.2379026
3916.5173,5.3028026
3917.4182,4.5055847
3918.3215,4.4907303
3919.223,0.9219227
3920.1267,3.3307178
3921.0286,4.373483
3921.9307,1.6017978
3922.835,6.1589556
3923.7373,4.9514556
3924.642,7.131783
3925.545,3.3006816
3926.4502,1.3629426
3927.3535,5.208413
3928.257,5.2801027
3929.1628,5.977573
3930.0667,2.9781141
3930.973,-1.4618485
3931.8774,3.6807032
3932.784,1.5017862
3933.6887,5.7237835
3934.5938,3.761239
3935.501,2.0615525
3936.4062,6.773738
3937.314,8.731759
3938.22,5.8403993
3939.128,4.4274626
3940.0342,2.2716262
3940.9407,4.481938
3941.8494,6.18703
3942.756,-0.095191255
3943.6653,-0.33126208
3944.5725,2.6010764
3945.4822,2.614077
3946.39,1.826333
3947.2979,3.2710187
3948.208,5.682891
3949.1162,5.3699055
3950.0269,4.815341
3950.9355,6.240748
3951.8467,6.0609703
3952.7559,8.700475
3953.665,6.8016844
3954.577,3.8456862
3955.4866,4.208344
3956.3987,4.830518
3957.3088,3.7582488
3958.2214,0.905594
3959.132,3.1499841
3960.045,2.0913754
3960.956,5.4453263
3961.8672,7.2242274
3962.7808,3.0338411
3963.6924,6.299422
3964.6064,6.813748
3965.5186,0.22720142
3966.4329,2.6621177
3967.3455,4.248369
3968.258,7.3667984
3969.173,2.3798044
3970.0862,2.008784
3971.0017,6.0139046
3971.9153,3.2242718
3972.8313,-0.32654455
3973.745,4.0039907
3974.6592,6.016841
3975.576,1.0150788
3976.4905,4.1888595
3977.4075,4.454006
3978.3223,4.071186
3979.2397,2.7050714
3980.1553,0.5901206
3981.0708,6.67262
3981.9888,3.1529574
3982.9048,3.2490656
3983.8232,5.9009223
3984.7397,2.1492712
3985.6587,4.4920497
3986.5757,6.800125
3987.4927,6.917208
3988.412,2.7848196
3989.3298,3.0018477
3990.2498,2.5255845
3991.1677,6.402877
3992.088,6.804339
3993.0063,4.676763
3993.9248,6.7499456
3994.846,7.7340493
3995.765,1.7657019
3996.6863,2.148261
3997.6057,8.953056
3998.5276,1.4156206
3999.4475,-1.3759745
4000.3674,6.0651517
4001.29,6.507638
4002.2104,4.827483
4003.1333,2.3370824
4004.0542,-0.9465963
4004.9775,1.4190788
4005.899,3.4969776
4006.8206,3.1149309
4007.7444,5.6094823
4008.6665,3.2124672
4009.5908,1.6531826
4010.5132,3.8886142
4011.438,5.780806
4012.3608,1.1546605
4013.284,-0.35845238
4014.2095,3.730251
4015.1328,1.4087181
4016.0588,7.3558273
4016.9827,4.9762263
4017.909,4.469626
4018.8333,6.8476377
4019.7578,5.1693196
4020.6848,5.153183
4021.6096,4.7967577
4022.537,3.61164
4023.4624,4.95725
4024.3901,6.572713
4025.3162,6.4399247
4026.242,11.429235
4027.1704,1.7274834
4028.097,0.5079792
4029.026,7.097408
4029.9526,7.3883004
4030.882,5.7017345
4031.8093,7.410885
4032.739,7.5117426
4033.6667,4.0676737
4034.5947,2.3117561
4035.5251,2.197165
4036.4534,1.3555021
4037.3843,9.287242
4038.313,1.6799887
4039.2441,0.9858068
4040.1733,2.1402838
4041.1028,3.649254
4042.0347,5.6899886
4042.9646,2.2041433
4043.897,1.4113318
4044.8271,8.084054
4045.76,3.1210768
4046.6907,4.3899965
4047.6216,3.8069465
4048.555,5.037897
4049.4863,9.651458
4050.4202,6.194779
4051.352,0.24268325
4052.2861,2.1591525
4053.2185,5.589143
4054.151,5.1743402
4055.0857,7.074063
4056.0186,8.473227
4056.9539,4.59836
4057.8872,2.0283127
4058.823,4.179467
4059.7566,4.0463247
4060.6907,5.322902
4061.627,8.925081
4062.5613,10.618145
4063.4983,7.331182
4064.4329,3.2742355
4065.37,4.4853325
4066.3054,6.6551857
4067.241,4.701518
4068.1787,4.3111567
4069.1147,1.104856
4070.053,3.2997522
4070.9893,4.983807
4071.928,3.7600398
4072.8647,4.285952
4073.8018,4.787088
4074.7412,3.945602
4075.6785,6.6776714
4076.6184,9.055705
4077.5562,3.5520725
4078.4966,-0.60196704
4079.4348,1.8527356
4080.3733,1.566778
4081.3142,1.3951896
4082.2532,2.1625824
4083.1943,3.2429473
4084.1338,3.3872755
4085.0754,1.7883402
4086.0154,1.4156013
4086.9553,2.9601681
4087.8977,-1.0569842
4088.8381,4.041377
4089.781,5.1849475
4090.722,2.530154
4091.6653,5.6193643
4092.6064,6.4291644
4093.548,3.2596066
4094.492,2.2211719
4095.4338,4.0972686
4096.3784,3.8336399
4097.321,1.2113785
4098.2656,1.5419497
4099.2085,3.8908622
4100.1514,6.28839
4101.0967,2.5557237
4102.04,2.6863782
4102.9863,3.3051975
4103.93,2.8862793
4104.8765,4.0587473
4105.821,4.417106
4106.7676,4.0836215
4107.7124,6.6650124
4108.657,3.7867265
4109.6045,0.6102927
4110.5503,4.0326
4111.498,9.445512
4112.444,2.473979
4113.392,3.9855006
4114.3384,3.5266004
4115.285,2.036643
4116.234,4.533693
4117.1807,6.681042
4118.1304,5.8227468
4119.0776,2.9612966
4120.0273,2.827856
4120.975,7.6677384
4121.9233,8.604088
4122.874,7.067516
4123.8223,9.120566
4124.7734,3.005043
4125.722,5.051289
4126.6733,4.743981
4127.623,0.6884887
4128.5723,5.848091
4129.5244,4.56141
4130.4746,4.109193
4131.427,-0.5163587
4132.3774,2.0595727
4133.33,2.6080775
4134.2812,7.5301185
4135.2324,5.035895
4136.1855,1.596879
4137.137,4.783936
4138.0913,7.6874146
4139.0435,7.246694
4139.9976,6.1536913
4140.95,0.53751004
4141.903,2.5345228
4142.858,3.2203906
4143.811,4.012527
4144.7666,2.1535797
4145.72,3.5926447
4146.676,5.660978
4147.63,8.633899
4148.584,7.5097675
4149.5405,3.9735744
4150.495,3.9483628
4151.4526,3.3729715
4152.407,5.361257
4153.3647,3.8832276
4154.3203,1.085216
4155.2764,0.853435
4156.2344,7.5593452
4157.1904,6.789219
4158.149,2.108436
4159.1055,2.8604074
4160.065,6.020028
4161.022,4.819653
4161.979,1.2237189
4162.939,1.5723854
4163.8965,4.845213
4164.8564,5.3417945
4165.815,4.9134665
4166.7754,1.3163428
4167.734,2.01348
4168.693,1.6461221
4169.654,3.1366763
4170.6133,2.143096
4171.575,-1.7614806
4172.5347,0.402658
4173.4966,6.09298
4174.457,3.4295905
4175.4175,3.4570086
4176.38,2.8442779
4177.341,2.2996585
4178.304,3.7390738
4179.265,4.4118576
4180.229,3.535877
4181.191,1.3578042
4182.155,0.08905736
4183.117,2.0181637
4184.0796,3.3918161
4185.0444,1.8515958
4186.007,4.3557305
4186.972,3.3844755
4187.9355,2.859895
4188.9014,4.259228
4189.8647,1.0862559
4190.8286,2.7851994
4191.795,3.186374
4192.7593,3.9390032
4193.726,4.678583
4194.691,4.0509048
4195.658,4.389325
4196.6235,4.662045
4197.589,4.594329
4198.557,5.558403
4199.523,2.5689461
4200.491,0.3359061
4201.4575,2.5673182
4202.4263,4.363385
4203.393,2.7930841
4204.36,3.4135196
4205.3296,5.314995
4206.297,3.424474
4207.267,1.25425
4208.235,3.7600274
4209.205,4.138007
4210.174,4.3922334
4211.142,3.7903664
4212.1133,4.6653914
4213.082,3.452052
4214.0537,1.8365068
4215.023,4.062778
4215.995,4.9618263
4216.965,3.2640612
4217.935,2.4699786
4218.9077,3.1049302
4219.8784,3.3361008
4220.8516,3.0774264
4221.8223,4.608851
4222.796,3.462764
4223.7676,5.262761
4224.7393,3.8478007
4225.7134,3.3732715
4226.6855,2.3342342
4227.66,2.4014356
4228.633,3.971862
4229.608,5.173114
4230.5806,4.3375716
4231.554,4.341153
4232.53,7.666191
4233.5034,3.0847404
4234.48,3.6384459
4235.454,4.809511
4236.4307,5.563733
4237.4053,3.4428198
4238.38,4.176605
4239.3574,5.2571216
4240.3325,3.8594863
4241.3105,4.4300375
4242.286,6.543369
4243.264,5.491832
4244.2407,5.194838
4245.217,6.2206283
4246.196,7.295607
4247.173,5.0896144
4248.152,4.85617
4249.1294,2.364888
4250.1094,3.3041825
4251.087,5.842519
4252.065,6.735778
4253.0454,5.8763804
4254.024,4.94063
4255.005,4.6739674
4255.9834,5.0934124
4256.965,6.2486525
4257.9443,4.907135
4258.9263,5.7478547
4259.906,5.3062296
4260.8857,4.7926116
4261.8687,5.007481
4262.849,5.621586
4263.832,5.923903
4264.813,4.8156767
4265.7964,6.5771775
4266.778,8.485564
4267.7593,6.1303587
4268.743,7.55986
4269.7256,8.48386
4270.71,3.2153988
4271.6924,5.1107235
4272.6772,5.949917
4273.6606,6.946007
4274.6436,3.030052
4275.6294,3.66473
4276.613,6.0118546
4277.5986,3.7734196
4278.583,2.6611857
4279.5693,4.531001
4280.554,3.7770014
4281.5386,2.3412642
4282.526,1.3397517
4283.511,3.098803
4284.499,3.9225125
4285.485,3.449308
4286.473,0.7740912
4287.459,-0.7557143
4288.4453,2.1391783
4289.434,3.3219724
4290.421,1.5494925
4291.4106,2.8991408
4292.3975,5.834089
4293.3877,5.2339015
4294.375,4.6956625
4295.3633,3.6138842
4296.3535,6.181748
4297.342,1.5460413
4298.333,6.251861
4299.322,5.622923
4300.313,5.3031206
4301.3022,4.13215
4302.292,4.069531
4303.284,6.354035
4304.274,7.9648037
4305.2666,8.14484
4306.257,6.7941976
4307.25,4.6726303
4308.2407,9.227779
4309.232,6.6896157
4310.2256,4.840646
4311.2173,4.7108
4312.2114,4.093696
4313.2036,7.6396937
4314.198,6.0760403
4315.1904,5.912237
4316.183,4.765338
4317.1787,2.977465
4318.172,2.7627103
4319.1675,2.1551518
