wavelength_A,flux
3802.77,15.252566
3803.6448,2.1781538
3804.522,2.6710808
3805.3972,3.3941593
3806.2727,2.5612
3807.1504,8.14559
3808.0261,15.998827
3808.9043,11.917688
3809.7805,0.7279146
3810.659,9.001481
3811.5356,12.319462
3812.4126,8.9467
3813.2917,6.887535
3814.169,2.9808135
3815.0483,6.282272
3815.926,11.664762
3816.806,8.730884
3817.684,0.8952456
3818.5623,-1.669367
3819.4429,3.5594404
3820.3215,14.762252
3821.2024,7.494062
3822.0815,0.39230654
3822.963,8.096002
3823.8423,10.165893
3824.724,3.0023887
3825.604,2.0548348
3826.4841,8.630132
3827.3665,9.5163965
3828.247,7.3503957
3829.1296,4.123864
3830.0107,5.4119735
3830.8938,3.7990322
3831.7751,-2.0704062
3832.6567,-3.0768518
3833.5405,0.6116753
3834.4224,2.948379
3835.3066,5.458006
3836.1887,10.117421
3837.0735,7.317581
3837.956,6.422475
3838.839,5.7473245
3839.7244,6.530768
3840.6077,3.0671966
3841.4932,5.2799964
3842.377,6.8685803
3843.263,4.3613596
3844.1472,5.441728
3845.0315,2.069344
3845.9182,6.5413537
3846.803,2.204614
3847.69,3.2576344
3848.5752,0.83232254
3849.4626,2.2554247
3850.3481,7.9666986
3851.234,8.007476
3852.122,3.0849218
3853.0083,4.362804
3853.8967,8.335851
3854.7832,6.2293468
3855.672,4.678933
3856.559,-1.4569873
3857.4463,3.6851084
3858.336,2.3256276
3859.2234,3.6775508
3860.1135,8.561913
3861.0015,7.514524
3861.8918,6.9923344
3862.7803,5.9547224
3863.669,4.4598866
3864.5598,11.55364
3865.4487,6.6977735
3866.34,4.955846
3867.2297,4.6747365
3868.1213,6.9588246
3869.0112,4.717506
3869.9014,2.6577296
3870.7937,10.138691
3871.684,5.489074
3872.577,2.8464284
3873.4678,5.5660458
3874.361,3.1048257
3875.2524,4.747112
3876.1438,7.611999
3877.0376,8.923522
3877.9297,7.9525714
3878.824,7.769915
3879.716,8.949615
3880.6108,4.415397
3881.5037,7.217244
3882.3965,8.186032
3883.2917,4.654042
3884.185,11.051877
3885.0808,6.842553
3885.9746,1.1706747
3886.8706,2.4837055
3887.765,2.7697163
3888.6592,2.746679
3889.556,5.8596535
3890.4507,8.549274
3891.348,4.432191
3892.2432,6.4243765
3893.1406,7.7086477
3894.0361,9.892412
3894.934,9.335455
3895.83,10.485332
3896.7263,10.90065
3897.625,4.753244
3898.5217,7.1912074
3899.4207,10.575666
3900.3176,7.232733
3901.217,5.610088
3902.1145,5.398191
3903.0122,4.8494616
3903.9124,4.505032
3904.8103,8.177506
3905.7107,13.33433
3906.6094,14.655932
3907.5103,15.035392
3908.409,6.6062655
3909.308,7.760698
3910.2097,13.019986
3911.1091,9.155188
3912.011,8.393217
3912.9111,9.300274
3913.8132,6.3598647
3914.7136,5.877794
3915.6143,9.254814
3916.5173,5.7989764
3917.4182,7.5445647
3918.3215,12.093054
3919.223,2.5453882
3920.1267,4.956489
3921.0286,2.5343277
3921.9307,1.4641442
3922.835,8.093937
3923.7373,11.483031
3924.642,7.7076664
3925.545,7.1509666
3926.4502,5.077255
3927.3535,3.742512
3928.257,7.2361007
3929.1628,6.3223414
3930.0667,7.739945
3930.973,7.7084055
3931.8774,9.328351
3932.784,7.9806533
3933.6887,4.5780573
3934.5938,7.2026014
3935.501,5.34386
3936.4062,12.495526
3937.314,8.093079
3938.22,7.006998
3939.128,8.965036
3940.0342,9.8746
3940.9407,11.279108
3941.8494,12.738355
3942.756,8.772027
3943.6653,2.9970553
3944.5725,8.296867
3945.4822,6.9771504
3946.39,9.832314
3947.2979,10.115415
3948.208,9.642984
3949.1162,6.3504815
3950.0269,3.7686937
3950.9355,4.5031176
3951.8467,8.664909
3952.7559,9.800171
3953.665,1.0356084
3954.577,5.3869042
3955.4866,9.395267
3956.3987,5.493025
3957.3088,10.798654
3958.2214,8.149782
3959.132,4.5107627
3960.045,4.767254
3960.956,7.857122
3961.8672,9.691122
3962.7808,5.8032246
3963.6924,14.157342
3964.6064,11.621686
3965.5186,8.865715
3966.4329,18.893248
3967.3455,19.304981
3968.258,17.209406
3969.173,16.041376
3970.0862,13.68018
3971.0017,14.764718
3971.9153,17.512398
3972.8313,12.353772
3973.745,6.9836655
3974.6592,-0.26405954
3975.576,4.4539495
3976.4905,0.56046546
3977.4075,1.761648
3978.3223,1.5138931
3979.2397,1.8333261
3980.1553,4.468451
3981.0708,5.5301023
3981.9888,8.347012
3982.9048,5.651607
3983.8232,5.338626
3984.7397,8.359588
3985.6587,11.937545
3986.5757,9.189792
3987.4927,5.8808513
3988.412,6.344408
3989.3298,7.0387363
3990.2498,6.0427823
3991.1677,5.4262185
3992.088,3.5135715
3993.0063,4.5915527
3993.9248,4.2916822
3994.846,10.43525
3995.765,9.244235
3996.6863,7.288737
3997.6057,7.5175095
3998.5276,7.5395045
3999.4475,6.3371897
4000.3674,4.8209505
4001.29,5.2047215
4002.2104,6.981051
4003.1333,5.33401
4004.0542,8.567639
4004.9775,3.284275
4005.899,1.1166546
4006.8206,4.635447
4007.7444,7.2993593
4008.6665,6.875481
4009.5908,7.9575872
4010.5132,10.083646
4011.438,4.617096
4012.3608,0.8384985
4013.284,1.0764765
4014.2095,6.833895
4015.1328,8.1273985
4016.0588,8.7903595
4016.9827,8.132501
4017.909,6.872936
4018.8333,7.115981
4019.7578,8.909729
4020.6848,11.019346
4021.6096,10.340975
4022.537,7.314748
4023.4624,9.416748
4024.3901,13.302621
4025.3162,13.059668
4026.242,10.541854
4027.1704,8.071098
4028.097,7.658885
4029.026,9.931304
4029.9526,10.664044
4030.882,8.257834
4031.8093,13.658058
4032.739,12.831179
4033.6667,8.958426
4034.5947,4.480288
4035.5251,5.397075
4036.4534,5.2278676
4037.3843,8.655562
4038.313,10.169632
4039.2441,3.760629
4040.1733,1.6873028
4041.1028,6.051022
4042.0347,6.976066
4042.9646,3.9561257
4043.897,4.9917684
4044.8271,9.833466
4045.76,4.1818085
4046.6907,6.0391526
4047.6216,7.2521205
4048.555,4.3944974
4049.4863,7.095748
4050.4202,7.1682243
4051.352,2.2666063
4052.2861,6.242209
4053.2185,6.913834
4054.151,11.228592
4055.0857,11.376676
4056.0186,8.381571
4056.9539,9.058392
4057.8872,10.787402
4058.823,9.763148
4059.7566,7.0578785
4060.6907,7.0503616
4061.627,13.18712
4062.5613,12.129937
4063.4983,2.938979
4064.4329,7.797089
4065.37,7.966584
4066.3054,6.3122
4067.241,2.204959
4068.1787,2.1447349
4069.1147,4.968918
4070.053,5.4078584
4070.9893,8.440997
4071.928,9.438799
4072.8647,10.578057
4073.8018,8.982275
4074.7412,3.892255
4075.6785,8.930536
4076.6184,4.4115453
4077.5562,7.591614
4078.4966,10.030193
4079.4348,5.456051
4080.3733,5.7752542
4081.3142,4.1774416
4082.2532,5.470803
4083.1943,5.8146505
4084.1338,4.005969
4085.0754,5.9062448
4086.0154,7.8734245
4086.9553,6.0972795
4087.8977,6.2169633
4088.8381,4.696967
4089.781,3.2306879
4090.722,6.049529
4091.6653,7.848455
4092.6064,9.423565
4093.548,6.139339
4094.492,9.081762
4095.4338,11.830013
4096.3784,9.95026
4097.321,8.7528105
4098.2656,5.485654
4099.2085,4.2625723
4100.1514,6.917399
4101.0967,7.571784
4102.04,5.588552
4102.9863,7.984511
4103.93,11.561718
4104.8765,10.771503
4105.821,7.042745
4106.7676,11.568104
4107.7124,12.288465
4108.657,7.613564
4109.6045,6.1741915
4110.5503,9.233324
4111.498,9.914874
4112.444,7.625547
4113.392,9.365878
4114.3384,10.740403
4115.285,9.76941
4116.234,6.2847323
4117.1807,9.007319
4118.1304,7.645666
4119.0776,7.0370684
4120.0273,7.8637404
4120.975,9.761421
4121.9233,11.06829
4122.874,9.313923
4123.8223,8.637575
4124.7734,9.7557
4125.722,9.310367
4126.6733,8.743745
4127.623,7.4350834
4128.5723,8.151915
4129.5244,8.285315
4130.4746,7.0720916
4131.427,4.991098
4132.3774,4.747146
4133.33,6.6707344
4134.2812,8.245469
4135.2324,11.289516
4136.1855,8.234407
4137.137,8.729013
4138.0913,8.379548
4139.0435,8.781102
4139.9976,5.2186837
4140.95,5.199209
4141.903,6.15182
4142.858,7.1464143
4143.811,8.0693655
4144.7666,6.546657
4145.72,7.9216866
4146.676,6.7562284
4147.63,6.276651
4148.584,7.1009817
4149.5405,8.9180155
4150.495,8.728426
4151.4526,7.6645136
4152.407,8.818847
4153.3647,8.757474
4154.3203,7.1779366
4155.2764,7.557848
4156.2344,9.314572
4157.1904,11.554419
4158.149,10.299233
4159.1055,9.188357
4160.065,8.496343
4161.022,9.338103
4161.979,8.362593
4162.939,9.2060175
4163.8965,9.516635
4164.8564,7.559659
4165.815,7.908589
4166.7754,9.986236
4167.734,8.317447
4168.693,9.356461
4169.654,10.105995
4170.6133,10.437035
4171.575,8.993071
4172.5347,9.015859
