wavelength_A,flux
3803.6448,8.090793
3804.522,4.3477006
3805.3972,4.305254
3806.2727,7.7595925
3807.1504,1.4886808
3808.0261,5.9959893
3808.9043,12.519763
3809.7805,5.968911
3810.659,8.134383
3811.5356,8.350415
3812.4126,6.4843655
3813.2917,4.70937
3814.169,6.000906
3815.0483,8.575892
3815.926,5.156588
3816.806,6.3585935
3817.684,10.680959
3818.5623,9.865053
3819.4429,10.36597
3820.3215,4.5979466
3821.2024,-3.7199552
3822.0815,-4.2319746
3822.963,2.0498748
3823.8423,6.2657685
3824.724,7.133076
3825.604,2.2317984
3826.4841,0.9795627
3827.3665,6.383003
3828.247,5.9755697
3829.1296,12.046303
3830.0107,-0.9635664
3830.8938,2.5908477
3831.7751,7.2463717
3832.6567,4.770919
3833.5405,3.3476963
3834.4224,4.470723
3835.3066,7.8742504
3836.1887,8.403381
3837.0735,0.99757916
3837.956,6.062141
3838.839,-1.4981562
3839.7244,14.344932
3840.6077,5.750462
3841.4932,6.4999523
3842.377,9.012474
3843.263,5.078223
3844.1472,9.451135
3845.0315,14.0765
3845.9182,-0.017869182
3846.803,2.7004697
3847.69,4.1999307
3848.5752,0.605453
3849.4626,1.7309254
3850.3481,4.1136417
3851.234,4.3763003
3852.122,3.2734952
3853.0083,3.1094668
3853.8967,5.6643314
3854.7832,8.613726
3855.672,5.734628
3856.559,0.66862744
3857.4463,3.3583148
3858.336,1.4092875
3859.2234,-1.118433
3860.1135,2.6214793
3861.0015,0.36090022
3861.8918,-1.902344
3862.7803,5.6330247
3863.669,-1.1685563
3864.5598,6.2260866
3865.4487,3.6315522
3866.34,-0.57456934
3867.2297,4.1184635
3868.1213,5.5223985
3869.0112,6.582799
3869.9014,7.4846954
3870.7937,3.9419944
3871.684,0.20653039
3872.577,1.5807166
3873.4678,1.2203795
3874.361,4.2971344
3875.2524,0.89764565
3876.1438,5.5212755
3877.0376,1.5796676
3877.9297,3.454887
3878.824,5.105653
3879.716,1.3552401
3880.6108,4.0900154
3881.5037,6.0552735
3882.3965,3.4232054
3883.2917,7.82453
3884.185,8.433046
3885.0808,6.8997912
3885.9746,9.504953
3886.8706,7.8096642
3887.765,7.6393576
3888.6592,7.957841
3889.556,1.7903588
3890.4507,3.9071352
3891.348,7.112443
3892.2432,5.8564844
3893.1406,6.324314
3894.0361,2.6854024
3894.934,0.9889087
3895.83,7.43104
3896.7263,9.530877
3897.625,7.6023335
3898.5217,7.570717
3899.4207,1.6125958
3900.3176,1.5579078
3901.217,7.5817227
3902.1145,5.9386444
3903.0122,3.7140687
3903.9124,4.3674393
3904.8103,3.9091043
3905.7107,5.795493
3906.6094,7.4994593
3907.5103,5.563393
3908.409,6.1805925
3909.308,5.3787165
3910.2097,10.410042
3911.1091,2.2562487
3912.011,8.262079
3912.9111,7.8501835
3913.8132,3.3994844
3914.7136,2.5072336
3915.6143,1.5585319
3916.5173,2.6738932
3917.4182,9.235019
3918.3215,6.051588
3919.223,1.2412333
3920.1267,4.471378
3921.0286,3.0072932
3921.9307,6.798
3922.835,8.455739
3923.7373,5.846228
3924.642,4.917058
3925.545,5.1793437
3926.4502,5.506089
3927.3535,10.834342
3928.257,1.2271166
3929.1628,7.9876456
3930.0667,2.6924741
3930.973,7.2518973
3931.8774,2.1082947
3932.784,3.5175014
3933.6887,10.416162
3934.5938,8.392273
3935.501,4.208095
3936.4062,3.7343736
3937.314,6.9997687
3938.22,2.6712132
3939.128,6.155265
3940.0342,3.429491
3940.9407,5.9019475
3941.8494,9.308998
3942.756,6.6842775
3943.6653,3.7323012
3944.5725,4.98717
3945.4822,5.232975
3946.39,6.6104403
3947.2979,8.081072
3948.208,6.618851
3949.1162,3.450739
3950.0269,2.4501538
3950.9355,2.1061442
3951.8467,2.510555
3952.7559,4.4127607
3953.665,3.575001
3954.577,1.0419103
3955.4866,6.564397
3956.3987,2.9533174
3957.3088,0.67538667
3958.2214,1.7590971
3959.132,3.499539
3960.045,7.589567
3960.956,5.4754996
3961.8672,4.9957757
3962.7808,6.65188
3963.6924,4.6335144
3964.6064,10.548674
3965.5186,7.5670204
3966.4329,5.656311
3967.3455,4.317318
3968.258,5.30858
3969.173,6.129205
3970.0862,4.0269365
3971.0017,3.3280826
3971.9153,5.4593725
3972.8313,6.426109
3973.745,6.067779
3974.6592,5.8508
3975.576,0.73581386
3976.4905,6.2680845
3977.4075,4.838987
3978.3223,9.6466055
3979.2397,10.5812
3980.1553,10.731335
3981.0708,8.512724
3981.9888,3.585564
3982.9048,4.6886954
3983.8232,7.171626
3984.7397,13.793063
3985.6587,8.555073
3986.5757,7.3220515
3987.4927,8.749785
3988.412,3.181454
3989.3298,4.3969646
3990.2498,6.4111924
3991.1677,3.633412
3992.088,3.2406476
3993.0063,4.937664
3993.9248,3.4261498
3994.846,6.897102
3995.765,1.1745094
3996.6863,4.545131
3997.6057,4.122275
3998.5276,6.548573
3999.4475,7.169085
4000.3674,4.0509458
4001.29,3.9616387
4002.2104,5.2172885
4003.1333,-0.001988347
4004.0542,-0.43424544
4004.9775,5.1016216
4005.899,1.7776991
4006.8206,3.061011
4007.7444,3.5819142
4008.6665,4.3489456
4009.5908,2.4192111
4010.5132,3.792307
4011.438,7.0247116
4012.3608,2.066518
4013.284,1.1708022
4014.2095,5.494693
4015.1328,5.5462613
4016.0588,2.2653306
4016.9827,2.3968108
4017.909,3.0845697
4018.8333,4.446173
4019.7578,4.225971
4020.6848,5.2671156
4021.6096,7.8384233
4022.537,4.078912
4023.4624,1.065477
4024.3901,1.9839543
4025.3162,5.044884
4026.242,4.3512053
4027.1704,7.17769
4028.097,1.4821515
4029.026,4.3734517
4029.9526,8.740637
4030.882,4.031927
4031.8093,3.9527588
4032.739,8.020564
4033.6667,6.707793
4034.5947,9.994443
4035.5251,9.223147
4036.4534,6.462756
4037.3843,7.8474345
4038.313,7.346198
4039.2441,5.5689354
4040.1733,4.0721054
4041.1028,3.3450537
4042.0347,5.4324956
4042.9646,7.373768
4043.897,5.020714
4044.8271,8.051741
4045.76,2.048758
4046.6907,9.364665
4047.6216,8.417728
4048.555,5.1745157
4049.4863,5.988178
4050.4202,4.2803063
4051.352,1.7033697
4052.2861,5.970622
4053.2185,6.8349752
4054.151,3.6186788
4055.0857,6.4545236
4056.0186,9.162337
4056.9539,6.0347905
4057.8872,5.018381
4058.823,4.425306
4059.7566,4.4329147
4060.6907,3.252271
4061.627,3.701365
4062.5613,7.586415
4063.4983,4.327436
4064.4329,4.547331
4065.37,4.529998
4066.3054,5.8414135
4067.241,2.9034054
4068.1787,5.6249056
4069.1147,5.61533
4070.053,4.392753
4070.9893,7.695573
4071.928,8.892399
4072.8647,5.358017
4073.8018,7.636105
4074.7412,5.3444514
4075.6785,9.532605
4076.6184,8.212167
4077.5562,2.9118836
4078.4966,3.1638837
4079.4348,3.1883163
4080.3733,3.9660194
4081.3142,1.8063368
4082.2532,1.9106176
4083.1943,9.0414715
4084.1338,2.0184367
4085.0754,5.6463175
4086.0154,6.2480726
4086.9553,6.376855
4087.8977,7.4999743
4088.8381,2.8633604
4089.781,2.1317961
4090.722,6.3431654
4091.6653,3.892888
4092.6064,0.5718935
4093.548,5.705405
4094.492,4.510679
4095.4338,4.603599
4096.3784,4.632193
4097.321,3.819199
4098.2656,5.1591215
4099.2085,4.5169706
4100.1514,5.5267563
4101.0967,5.664531
4102.04,7.5654593
4102.9863,10.436276
4103.93,9.960887
4104.8765,10.861427
4105.821,10.615017
4106.7676,12.139864
4107.7124,10.437776
4108.657,7.1787596
4109.6045,5.3977804
4110.5503,9.17642
4111.498,6.025879
4112.444,3.954091
4113.392,6.664079
4114.3384,5.31105
4115.285,6.8089666
4116.234,8.774219
4117.1807,4.5878167
4118.1304,10.722903
4119.0776,6.981128
4120.0273,4.6444497
4120.975,5.1669126
4121.9233,7.861506
4122.874,8.5823
4123.8223,7.917355
4124.7734,6.4835334
4125.722,2.9590228
4126.6733,5.7382765
4127.623,12.868498
4128.5723,12.025373
4129.5244,9.279739
4130.4746,6.32217
4131.427,9.420087
4132.3774,9.109326
4133.33,5.4060025
4134.2812,7.2006493
4135.2324,8.333997
4136.1855,4.219377
4137.137,7.41636
4138.0913,10.014919
4139.0435,9.510547
4139.9976,6.756331
4140.95,5.797257
4141.903,8.859976
4142.858,13.052258
4143.811,8.073475
4144.7666,4.018878
4145.72,5.984973
4146.676,9.093195
4147.63,10.612769
4148.584,6.754495
4149.5405,10.009687
4150.495,7.4611
4151.4526,6.6080027
4152.407,8.126977
4153.3647,5.2050066
4154.3203,4.3984356
4155.2764,5.5999174
4156.2344,5.8145885
4157.1904,5.413127
4158.149,6.489949
4159.1055,8.301538
4160.065,5.9684124
4161.022,6.5268803
4161.979,6.2466664
4162.939,2.714336
4163.8965,3.9425313
4164.8564,7.065383
4165.815,10.326032
4166.7754,8.494117
4167.734,4.3811584
4168.693,4.4704247
4169.654,6.2370133
4170.6133,6.7443037
4171.575,7.7471504
4172.5347,7.9458876
4173.4966,6.8432755
4174.457,3.7206507
4175.4175,5.8662715
4176.38,5.2513523
4177.341,5.9282217
4178.304,8.19435
4179.265,7.7878
4180.229,6.313353
4181.191,5.835051
4182.155,3.5085466
4183.117,4.787594
4184.0796,7.5298185
4185.0444,5.2556386
4186.007,5.474016
4186.972,4.1259217
4187.9355,5.00774
4188.9014,4.99134
4189.8647,3.424739
4190.8286,4.950389
4191.795,7.189157
4192.7593,6.3822103
4193.726,8.367001
4194.691,5.351981
4195.658,5.8910522
4196.6235,7.3588986
4197.589,4.635802
4198.557,2.3284364
4199.523,2.994351
4200.491,4.21243
4201.4575,4.181149
4202.4263,4.4198384
4203.393,5.4972987
4204.36,5.9320436
4205.3296,6.208554
4206.297,4.944405
4207.267,4.704137
4208.235,3.8296087
4209.205,8.394301
4210.174,4.991326
4211.142,3.8533742
4212.1133,6.725593
4213.082,4.6965637
4214.0537,1.760171
4215.023,5.2593656
4215.995,7.5635514
4216.965,5.886662
4217.935,5.3623047
4218.9077,6.780902
4219.8784,5.524229
4220.8516,4.9576097
4221.8223,4.733381
4222.796,6.892894
4223.7676,6.2639456
4224.7393,5.6694837
4225.7134,5.3866982
4226.6855,3.2067642
4227.66,5.1124263
4228.633,8.715909
4229.608,5.400988
4230.5806,5.7241898
4231.554,7.042404
4232.53,7.313038
4233.5034,9.1244135
4234.48,4.939845
4235.454,5.4468455
4236.4307,6.877456
4237.4053,6.0563397
4238.38,7.443285
4239.3574,7.5366626
4240.3325,5.215676
4241.3105,8.815829
4242.286,9.502344
4243.264,9.340637
4244.2407,10.554564
4245.217,9.038258
4246.196,7.900051
4247.173,7.576605
4248.152,7.1451926
4249.1294,4.9357624
4250.1094,5.887694
4251.087,9.114984
4252.065,6.004844
4253.0454,7.571347
4254.024,9.938941
4255.005,4.646033
4255.9834,6.0350337
4256.965,6.450806
4257.9443,4.9937882
4258.9263,3.1113448
4259.906,6.7430673
4260.8857,6.2375684
4261.8687,3.1900847
4262.849,4.682557
4263.832,5.5004354
4264.813,6.731738
4265.7964,9.07308
4266.778,9.308244
4267.7593,6.188617
4268.743,9.467921
4269.7256,5.899855
4270.71,7.678323
4271.6924,7.9942937
4272.6772,6.313767
4273.6606,5.8273206
4274.6436,7.3066273
4275.6294,8.344527
4276.613,6.651894
4277.5986,8.106253
4278.583,9.018653
4279.5693,5.8466277
4280.554,7.2258563
4281.5386,1.9334649
4282.526,7.1301036
4283.511,4.031202
4284.499,3.0578992
4285.485,6.347774
4286.473,6.189039
4287.459,4.0439396
4288.4453,3.9144008
4289.434,3.634559
4290.421,2.611516
4291.4106,5.0814667
4292.3975,2.089458
4293.3877,2.7954333
4294.375,4.062009
4295.3633,4.7225237
4296.3535,4.175411
4297.342,4.610417
4298.333,4.009329
4299.322,4.0003285
4300.313,4.0998373
4301.3022,2.8146188
4302.292,3.9159636
4303.284,4.2436233
4304.274,6.6583543
4305.2666,7.7238255
4306.257,6.5779085
4307.25,2.1532524
4308.2407,2.394627
4309.232,3.7069125
4310.2256,3.3162532
4311.2173,3.047059
4312.2114,3.438311
4313.2036,5.6452374
4314.198,6.8681293
4315.1904,4.7949686
4316.183,5.9473968
4317.1787,2.520961
4318.172,7.5983644
4319.1675,5.394156
4320.161,7.834099
4321.157,5.0995016
4322.1514,4.1957765
4323.1455,5.188844
4324.1426,3.9677942
4325.137,5.7025986
4326.135,5.8811226
4327.13,2.8712077
4328.128,5.497805
4329.1235,5.5246644
4330.119,10.203626
4331.1177,5.416056
4332.1143,3.4060895
4333.1133,5.3929305
4334.11,4.8574634
4335.1094,7.2036657
4336.107,5.366491
4337.1064,3.4894068
4338.1045,5.326987
4339.1025,8.819126
4340.103,8.953361
4341.1016,5.046203
4342.1025,4.0833673
4343.101,6.385243
4344.103,10.06499
4345.102,4.0933824
4346.1016,6.308556
4347.104,8.564794
4348.104,5.700092
4349.1064,5.409476
4350.107,4.780771
4351.1104,4.5548253
4352.1113,4.179648
4353.1123,4.812474
4354.116,7.17473
4355.1177,6.0136333
4356.122,5.0315785
4357.1245,9.916208
4358.129,3.801272
4359.132,9.497771
4360.1343,12.415737
4361.14,11.712654
4362.143,4.0611644
4363.149,3.4233546
4364.153,6.8958716
4365.159,7.862116
4366.1636,8.9559555
4367.168,8.715006
4368.175,6.6899242
4369.1797,8.617053
4370.1875,9.512019
4371.193,8.838112
4372.2007,8.182499
4373.2065,8.06283
4374.2124,9.452122
4375.221,9.2773075
4376.2275,10.58888
4377.237,6.423241
4378.2437,7.3408017
4379.2534,8.437192
4380.2607,6.312974
4381.2686,5.72837
4382.279,6.9555473
4383.287,9.162284
4384.298,10.091495
4385.306,7.9658256
4386.3174,9.777415
4387.3267,5.9187746
4388.336,7.3025327
4389.348,9.093338
4390.358,11.574363
4391.37,12.154588
4392.3804,10.837777
4393.393,6.780499
4394.404,6.7596536
4395.415,9.513862
4396.428,7.218192
4397.44,5.0192456
4398.4536,6.777655
4399.466,7.4305673
4400.48,8.456028
4401.4927,6.1927586
4402.505,4.856543
4403.5205,6.861095
4404.533,6.300426
4405.549,4.396434
4406.5625,4.572259
4407.5786,5.0476146
4408.593,4.2373567
4409.607,3.3095958
4410.6235,2.5928783
4411.638,1.7877923
4412.656,1.4488236
4413.671,0.43167916
4414.6885,2.9708214
4415.704,3.534629
4416.722,4.022882
4417.7383,4.352837
4418.755,5.913514
4419.7734,6.047685
4420.7905,6.3117695
4421.81,6.5515623
4422.827,5.6918507
4423.847,5.5571904
4424.8647,6.6068425
4425.883,6.686762
4426.9033,6.673521
4427.9214,7.907289
4428.943,8.278012
4429.9614,10.201208
4430.983,9.415982
4432.0024,5.8914943
4433.022,7.2228394
4434.0444,11.001935
4435.0645,8.65817
4436.087,7.7592006
4437.1074,7.885986
4438.131,7.7448573
4439.152,6.92183
4440.173,5.1991487
4441.197,5.325587
4442.2183,6.1367903
4443.2427,3.479917
4444.265,4.3430204
4445.29,5.8092017
4446.3125,8.220776
4447.3354,5.5414944
4448.361,4.2512755
4449.3843,3.1861217
4450.41,1.0008547
4451.434,4.2366967
4452.4604,5.380742
4453.485,2.3735838
4454.5093,4.4344707
4455.5366,6.8376193
4456.5615,5.0994253
4457.5894,7.945539
4458.6147,8.100307
4459.643,6.935186
4460.669,8.0474415
4461.695,9.785288
4462.7236,7.4704804
4463.7505,8.517598
4464.78,10.761756
4465.8066,9.345666
4466.837,8.501286
4467.8647,9.247247
4468.8926,10.347116
4469.923,8.080065
4470.951,8.586767
4471.9824,11.5148
4473.0107,8.397269
4474.0425,10.4618025
4475.072,12.700846
4476.101,8.737402
4477.1333,8.867758
4478.163,9.572737
4479.196,11.794733
4480.2266,12.309467
4481.2593,9.592684
4482.2905,10.14191
4483.322,11.599883
4484.3555,10.348632
4485.387,10.102591
4486.4214,12.123418
4487.4536,11.998944
4488.4883,8.868831
4489.521,8.492673
4490.5537,11.999435
4491.5894,12.128412
4492.6226,12.121031
4493.658,11.829931
4494.6924,12.073278
4495.7285,11.383137
4496.7627,12.943365
4497.8,13.754657
4498.8345,11.348295
4499.8696,11.787606
4500.907,11.034451
4501.9424,9.83398
4502.9805,10.358132
4504.0166,11.141244
4505.055,11.52309
4506.092,10.721502
4507.1284,10.992141
4508.1675,13.986554
4509.2046,10.430386
4510.2446,9.064189
4511.282,9.747198
4512.3223,8.95868
4513.3604,12.289626
4514.399,12.025429
4515.4395,11.374074
4516.4785,11.086788
4517.52,13.742411
4518.559,13.462173
4519.601,9.888515
4520.641,9.823234
4521.6807,12.626248
4522.7236,11.82969
4523.764,8.983892
4524.807,10.89924
4525.848,10.438592
4526.8916,12.497514
4527.933,9.992524
4528.9746,11.217095
4530.019,14.391341
4531.0615,13.807412
4532.106,12.153186
4533.149,10.104836
4534.1943,11.129502
4535.2373,13.027746
4536.2803,10.135981
4537.3267,9.974763
4538.37,13.107171
4539.417,11.490791
4540.4614,9.479726
4541.5083,11.508134
4542.5527,14.131817
4543.598,11.605032
4544.6455,9.169459
4545.6914,13.660841
4546.7393,12.644325
4547.7856,12.728059
4548.834,12.706573
4549.8804,11.703856
4550.9272,7.1809874
4551.9766,7.9299335
4553.024,10.334011
4554.0737,11.963485
4555.1216,11.51331
4556.172,10.624987
4557.22,11.784691
4558.2686,10.423274
4559.3193,8.203164
4560.368,10.456887
4561.42,12.179575
4562.469,10.297945
4563.5215,10.656204
4564.5713,9.865001
4565.621,13.815109
4566.6743,11.354001
4567.7246,9.332698
4568.778,12.15735
4569.829,11.039829
4570.883,13.464074
4571.9346,12.451583
4572.989,8.317159
4574.0405,9.991648
4575.093,13.287848
4576.148,13.534133
4577.2007,13.387496
4578.2563,11.3190975
4579.3096,11.561098
4580.365,14.189636
4581.419,12.366847
4582.473,13.2576685
4583.53,9.84785
4584.584,13.776753
4585.641,11.127589
4586.6963,12.688161
4587.754,13.708657
4588.8096,14.425873
4589.865,12.944031
4590.9233,10.771792
4591.9795,12.077375
4593.0386,12.217057
4594.095,8.860876
4595.1543,9.237027
4596.2114,10.80575
4597.269,8.747384
4598.329,12.275753
4599.3867,9.43632
4600.4473,11.928517
4601.506,9.297989
4602.567,11.493338
4603.626,12.117356
4604.6846,10.67461
4605.7466,14.029336
4606.806,11.085782
4607.8687,10.500185
4608.9287,11.523344
4609.991,11.807474
4611.052,11.882115
4612.113,9.96766
4613.1763,9.950302
4614.2373,11.562984
4615.3013,11.753597
4616.3633,13.332123
4617.4277,10.966448
4618.4897,10.718815
4619.5522,9.938297
4620.6177,11.945643
4621.6807,12.998114
4622.7466,12.675657
4623.81,12.261934
4624.876,10.950096
4625.94,12.8975
4627.0044,12.946912
4628.0713,13.035475
4629.1357,11.721499
4630.2036,10.696303
4631.2686,12.4195
4632.3364,11.117468
4633.4023,9.807886
4634.4683,10.480704
4635.5366,9.935112
4636.603,11.566375
4637.6724,11.9818
4638.7393,10.456303
4639.809,11.896527
4640.8765,11.91797
4641.944,10.419847
4643.014,11.198465
4644.0825,12.1210165
4645.1533,8.566466
4646.222,11.866922
4647.2935,11.993432
4648.3623,9.54669
4649.4316,9.5332985
4650.504,9.196584
4651.5737,11.886153
4652.6465,12.722513
4653.717,10.227961
4654.79,10.3244915
4655.861,13.562029
4656.9346,13.493832
4658.006,10.387019
4659.077,11.915891
4660.152,11.848291
4661.2236,9.873427
4662.299,10.379615
4663.371,10.645718
4664.447,16.422384
4665.5195,11.325968
4666.593,10.193895
4667.669,11.992488
4668.7427,13.626482
4669.8193,11.183354
4670.8936,11.042569
4671.9707,12.075949
4673.0454,11.381898
4674.12,11.041022
4675.198,10.501039
4676.274,10.342884
4677.352,10.713299
4678.428,10.80192
4679.507,10.839768
4680.5835,11.27994
4681.66,12.565964
4682.7397,10.799197
4683.817,12.037884
4684.897,9.191701
4685.9746,9.064595
4687.055,10.204198
4688.134,11.852772
4689.212,11.210728
4690.2935,10.672197
4691.3726,10.873838
4692.454,9.19192
4693.5337,10.613869
4694.616,12.513099
4695.6963,12.02539
4696.7764,10.643339
4697.8594,11.916864
4698.94,11.829908
4700.024,10.589536
4701.105,11.104948
4702.189,11.248088
4703.2705,11.752063
4704.3525,12.251833
4705.4375,10.652581
4706.52,10.205605
4707.6055,12.480146
4708.6885,10.579041
4709.774,9.483041
4710.8574,10.125573
4711.9414,11.020079
4713.028,10.503
4714.1123,9.564052
4715.199,14.164078
4716.2837,14.1856365
4717.3716,12.0872
4718.4565,15.34316
4719.542,14.040717
4720.6304,13.131286
4721.7163,12.738703
4722.805,14.68776
4723.8916,17.153818
4724.981,15.034686
4726.068,12.687809
4727.1553,12.484547
4728.245,11.4850645
4729.333,11.595629
4730.424,11.15771
4731.5117,12.004164
4732.603,12.072981
4733.692,12.586131
4734.781,10.831306
4735.8726,12.3841915
4736.962,14.70101
4738.054,11.028404
4739.144,10.266333
4740.2373,11.765108
4741.3276,8.923879
4742.421,11.032627
4743.5117,12.296887
4744.603,14.824732
4745.6973,12.358005
4746.789,11.239236
4747.884,13.24126
4748.9756,10.415642
4750.071,11.525679
4751.1636,12.0214
4752.257,11.669694
4753.3525,14.445466
4754.446,12.707414
4755.5425,13.711293
4756.636,11.506482
4757.7334,12.873011
4758.8276,14.674703
4759.9224,15.718968
4761.02,13.350353
4762.115,15.916282
4763.2134,14.78953
4764.3096,13.042955
4765.408,13.469664
4766.5044,11.640168
4767.6006,10.992538
4768.7,11.870126
4769.7974,12.432999
4770.897,9.935004
4771.9946,11.618055
4773.095,11.246237
4774.1934,12.634062
4775.2915,12.2650385
4776.3926,11.593342
4777.491,11.924103
4778.5933,11.974362
4779.6924,14.001045
4780.7944,13.625879
4781.8945,11.657616
4782.9946,13.831771
4784.097,13.830535
4785.1978,13.301822
4786.3013,11.750021
4787.4023,12.996654
4788.5063,13.902424
4789.608,13.492353
4790.71,12.2242155
4791.8145,12.498296
4792.917,11.26244
4794.0225,12.090552
4795.125,11.170282
4796.231,12.815666
4797.334,11.714495
4798.438,9.414424
4799.5444,8.688062
4800.6484,12.208933
4801.7554,12.93421
4802.8604,11.46026
4803.968,12.31832
4805.0728,13.353458
4806.178,12.466822
4807.2866,10.51971
4808.3926,10.740666
4809.501,10.148357
4810.6074,9.031161
4811.717,10.840308
4812.8237,12.570169
4813.931,12.407066
4815.041,11.4647045
